species,calls
Astragalus_babatagii_P013_WH03,tetraploid
Astragalus_baghlanensis_P077_WA02,tetraploid
Astragalus_baissunensis_P075_WA08,tetraploid
Astragalus_bakaliensis_P064_WB04,tetraploid
Astragalus_bakuensis_P075_WF05,triploid
Astragalus_baldshuanicus_P071_WH09,tetraploid
Astragalus_balfourianus_P075_WD04,tetraploid
Astragalus_baranovii_P073_WA06,tetraploid
Astragalus_baxoiensis_P013_WH05,triploid
Astragalus_beckwithii_P069_WC11,diploid
Astragalus_bellus_P026_WB12,diploid
Astragalus_bergii_P076_WB02,diploid
Astragalus_berterianus_P045_WH09,diploid
Astragalus_berteri_P065_WH05,diploid
Astragalus_bibullatus_P026_WA10,diploid
Astragalus_bicristatus_P070_WF03,diploid
Astragalus_bisulcatus_P028_WA04,diploid
Astragalus_bodinii_P066_WB07,diploid
Astragalus_boeticus_P014_WE01,tetraploid
Astragalus_bolanderi_P069_WD04,tetraploid
Astragalus_bornmuellerianus_P072_WH11,triploid
Astragalus_bourgaeanus_P014_WD01,tetraploid
Astragalus_bourgovii_P066_WB08,diploid
Astragalus_brachycarpus_P075_WA03,triploid
Astragalus_brachylobus_P075_WA01,tetraploid
Astragalus_brachypus_P072_WH10,tetraploid
Astragalus_brackenridgei_P066_WC09,diploid
Astragalus_brandegei_P070_WA11,diploid
Astragalus_brauntonii_P066_WG02,diploid
Astragalus_brazoensis_P066_WG01,tetraploid
Astragalus_brevifolius_P010_WF06,tetraploid
Astragalus_breweri_P067_WE10,tetraploid
Astragalus_bucharicus_P013_WH12,tetraploid
Astragalus_buchtormensis_P072_WH07,diploid
Astragalus_bungeanus_P073_WF02,tetraploid
Astragalus_burkartii_P066_WA02,diploid
Astragalus_bustillosii_P006_WG03,tetraploid
Astragalus_californicus_P067_WA01,diploid
Astragalus_calliphysa_P071_WE11,triploid
Astragalus_callistachys_P066_WC06,tetraploid
Astragalus_callithrix_P064_WE04,diploid
Astragalus_calycinus_P074_WH08,tetraploid
Astragalus_calycosus_P074_WG07,diploid
Astragalus_camptoceras_P072_WH04,tetraploid
Astragalus_camptopus_P070_WA09,diploid
Astragalus_campylorhynchus_P072_WC07,tetraploid
Astragalus_campylorrhynchus_P009_WH04,tetraploid
Astragalus_campylosema_P068_WB06,tetraploid
Astragalus_campylotrichus_P074_WD09,tetraploid
Astragalus_canadensis_P028_WA06,tetraploid
Astragalus_cancellatus_P073_WH10,tetraploid
Astragalus_caprinus_P014_WB10,tetraploid
Astragalus_captiosus_P071_WH07,tetraploid
Astragalus_caraganae_P075_WH06,tetraploid
Astragalus_caricinus_P066_WF10,diploid
Astragalus_carminis_P026_WB03,diploid
Astragalus_casei_P026_WA02,tetraploid
Astragalus_castaneiformis_P068_WD11,tetraploid
Astragalus_castetteri_P069_WF02,triploid
Astragalus_catabostrychos_P072_WC06,tetraploid
Astragalus_centralis_P010_WF10,tetraploid
Astragalus_cephalanthus_P072_WC08,tetraploid
Astragalus_ceramicus_P027_WE08,diploid
Astragalus_chamaeleuce_P065_WB03,diploid
Astragalus_chamaemeniscus_P071_WE02,diploid
Astragalus_chamissonis_P006_WF10,diploid
Astragalus_chilienshanensis_P013_WH04,triploid
Astragalus_chinensis_P069_WE06,tetraploid
Astragalus_chionanthus_P073_WA03,tetraploid
Astragalus_chloodes_P071_WD08,diploid
Astragalus_chlorostachys_P071_WH05,tetraploid
Astragalus_chrysomallus_P013_WH07,tetraploid
Astragalus_chrysostachys_P072_WH08,triploid
Astragalus_chubutensis_P065_WC08,diploid
Astragalus_chuskanus_P065_WH12,diploid
Astragalus_cibarius_P072_WD07,tetraploid
Astragalus_cicer_P072_WD06,tetraploid
Astragalus_cimae_P073_WE08,diploid
Astragalus_circumdatus_P026_WA02,diploid
Astragalus_citrinus_P013_WD04,tetraploid
Astragalus_clarianus_P074_WC07,tetraploid
Astragalus_clevelandii_P074_WC06,diploid
Astragalus_clusii_P074_WH05,tetraploid
Astragalus_coahuilae_P026_WA03,diploid
Astragalus_cobrensis_P072_WD05,tetraploid
Astragalus_coccineus_P073_WE07,diploid
Astragalus_cochabambensis_P065_WB07,diploid
Astragalus_cognatus_P072_WH05,tetraploid
Astragalus_collinus_P073_WB09,diploid
Astragalus_coltonii_P114_WC01,diploid
Astragalus_columbianus_P073_WB08,diploid
Astragalus_coluteocarpus_P013_WH08,triploid
Astragalus_comosus_P066_WA08,tetraploid
Astragalus_confertus_P013_WH06,tetraploid
Astragalus_confiniorum_P013_WH10,tetraploid
Astragalus_congdonii_P073_WB06,diploid
Astragalus_conjunctus_P073_WB07,diploid
Astragalus_consobrinus_P073_WB04,diploid
Astragalus_conspicuus_P071_WE01,tetraploid
Astragalus_contortuplicatus_P072_WD03,triploid
Astragalus_convallarius_P027_WE05,diploid
Astragalus_coquimbensis_P046_WA01,diploid
Astragalus_cornutus_P074_WC01,triploid
Astragalus_corrugatus_P014_WD12,tetraploid
Astragalus_corydalinus_P013_WH09,tetraploid
Astragalus_cottonianus_P008_WD07,diploid
Astragalus_crassicarpus_P028_WA05,triploid
Astragalus_cremnophylax_P073_WB02,diploid
Astragalus_cretaceus_P077_WA03,triploid
Astragalus_cronquistii_P072_WG11,tetraploid
Astragalus_crotalariae_P028_WE10,diploid
Astragalus_cruckshanksii_P006_WH02,diploid
Astragalus_crymophilus_P070_WB11,tetraploid
Astragalus_cryptanthus_P006_WG05,diploid
Astragalus_curtipes_P028_WE11,tetraploid
Astragalus_curvicarpus_P072_WF12,diploid
Astragalus_curvicaulis_P066_WG10,triploid
Astragalus_curviflorus_P063_WG09,diploid
Astragalus_curvirostris_P068_WG02,triploid
Astragalus_cyaneus_P072_WF08,diploid
Astragalus_cymboides_P072_WE08,diploid
Astragalus_cyri_P072_WF01,tetraploid
Astragalus_dactylocarpus_P066_WE05,triploid
Astragalus_dahuricus_P009_WH12,tetraploid
Astragalus_daleae_P026_WA01,diploid
Astragalus_danicus_P072_WF06,triploid
Astragalus_darumbium_P040_WC01,triploid
Astragalus_dasyanthus_P072_WD04,tetraploid
Astragalus_debequaeus_P072_WE10,diploid
Astragalus_demetrii_P074_WD10,tetraploid
Astragalus_depressus_P075_WF03,triploid
Astragalus_desereticus_P072_WB12,diploid
Astragalus_desperatus_P028_WF02,diploid
Astragalus_deterior_P071_WF01,diploid
Astragalus_detritalis_P071_WF03,diploid
Astragalus_dianthus_P073_WA11,tetraploid
Astragalus_diaphanus_P072_WC02,diploid
Astragalus_dictyolobus_P073_WA12,tetraploid
Astragalus_didymocarpus_P071_WE12,diploid
Astragalus_dilutus_P010_WA01,triploid
Astragalus_diminutivus_P066_WG12,triploid
Astragalus_dipelta_P073_WB05,tetraploid
Astragalus_diphacus_P065_WF01,diploid
Astragalus_discolor_P013_WF06,tetraploid
Astragalus_distortus_P028_WE12,diploid
Astragalus_diversifolius_P071_WH08,diploid
Astragalus_dodtii_P031_WG10,diploid
Astragalus_dolichocarpus_P072_WH09,tetraploid
Astragalus_dolichophyllus_P075_WD02,tetraploid
Astragalus_douglasii_P025_WH12,diploid
Astragalus_drabelliformis_P075_WF02,diploid
Astragalus_drummondii_P028_WF04,diploid
Astragalus_duchesnensis_P075_WE12,tetraploid
Astragalus_eastwoodiae_P075_WE11,diploid
Astragalus_echanensis_P075_WG07,tetraploid
Astragalus_echinops_P071_WA04,triploid
Astragalus_edmondstonei_P040_WB04,triploid
Astragalus_edulis_P075_WH09,triploid
Astragalus_egglestonii_P075_WE10,diploid
Astragalus_ellipsoideus_P073_WB03,tetraploid
Astragalus_emoryanus_P018_WG06,diploid
Astragalus_endopterus_P075_WE09,diploid
Astragalus_ensiformis_P075_WD05,triploid
Astragalus_epiglottis_P014_WD04,tetraploid
Astragalus_episcopus_P074_WD03,diploid
Astragalus_eremiticus_P029_WA06,tetraploid
Astragalus_eriocarpus_P074_WB04,diploid
Astragalus_eriopodus_P071_WD12,tetraploid
Astragalus_ernestii_P013_WG01,tetraploid
Astragalus_erythrosemius_P010_WF09,tetraploid
Astragalus_eucosmus_P074_WD06,tetraploid
Astragalus_eurekensis_P072_WA11,diploid
Astragalus_eurylobus_P071_WG03,diploid
Astragalus_exscapus_P014_WD07,tetraploid
Astragalus_fabaceus_P071_WF06,tetraploid
Astragalus_falcatus_P071_WG05,tetraploid
Astragalus_falconeri_P009_WE04,triploid
Astragalus_farctissimus_P009_WG07,tetraploid
Astragalus_fastidius_P019_WC12,triploid
Astragalus_fedtschenkoanus_P009_WF03,tetraploid
Astragalus_feensis_P071_WG06,diploid
Astragalus_fenzelianus_P009_WD11,tetraploid
Astragalus_filicaulis_P072_WC05,tetraploid
Astragalus_filipes_P029_WA05,diploid
Astragalus_flavus_P029_WA04,tetraploid
Astragalus_flexilipes_P074_WH12,tetraploid
Astragalus_flexuosus_P072_WB08,diploid
Astragalus_floridulus_P013_WH11,tetraploid
Astragalus_floridus_P073_WG05,tetraploid
Astragalus_follicularis_P073_WF07,tetraploid
Astragalus_forrestii_P009_WE07,diploid
Astragalus_fraxinifolius_P071_WF12,tetraploid
Astragalus_frickii_P075_WH04,diploid
Astragalus_frigidus_P071_WF04,triploid
Astragalus_froedinii_P075_WH12,diploid
Astragalus_fruticosus_P013_WC08,tetraploid
Astragalus_fucatus_P072_WH02,diploid
Astragalus_funereus_P072_WH03,diploid
Astragalus_galegiformis_P075_WH05,tetraploid
Astragalus_gambelianus_P072_WG06,diploid
Astragalus_garbancillo_P019_WC11,tetraploid
Astragalus_geminiflorus_P065_WG01,diploid
Astragalus_geniculatus_P076_WA01,triploid
Astragalus_gentryi_P026_WA09,diploid
Astragalus_georgii_P073_WH01,tetraploid
Astragalus_geyeri_P072_WG05,diploid
Astragalus_gezeldarensis_P073_WG06,tetraploid
Astragalus_giganteus_P018_WG05,diploid
Astragalus_gilensis_P072_WG04,diploid
Astragalus_gilmanii_P073_WA01,diploid
Astragalus_glabrescens_P073_WA09,diploid
Astragalus_glaux_P014_WC05,triploid
Astragalus_globiceps_P071_WH02,tetraploid
Astragalus_glumaceus_P074_WH11,tetraploid
Astragalus_glycyphylloides_P072_WB04,tetraploid
Astragalus_glycyphyllos_P072_WB10,tetraploid
Astragalus_goktschaicus_P071_WF05,tetraploid
Astragalus_goldmanii_P026_WA05,diploid
Astragalus_gombo_P014_WB09,triploid
Astragalus_gracilis_P073_WF08,triploid
Astragalus_grammocalyx_P063_WF12,triploid
Astragalus_graveolens_P010_WG03,tetraploid
Astragalus_grayi_P072_WH06,diploid
Astragalus_griffithii_P068_WB05,triploid
Astragalus_gruinus_P026_WA07,triploid
Astragalus_guatemalensis_P026_WB05,diploid
Astragalus_guttatus_P073_WA07,tetraploid
Astragalus_gypsodes_P073_WA04,tetraploid
Astragalus_hajastanus_P071_WE10,tetraploid
Astragalus_hallii_P073_WA02,diploid
Astragalus_hamiltonii_P073_WA05,diploid
Astragalus_hamosus_P014_WC09,tetraploid
Astragalus_harbisonii_P026_WA08,diploid
Astragalus_harrisonii_P072_WE09,diploid
Astragalus_hartwegii_P025_WH11,diploid
Astragalus_hauarensis_P074_WA07,diploid
Astragalus_havianus_P013_WG02,tetraploid
Astragalus_hemsleyi_P071_WA05,triploid
Astragalus_heptapotamicus_P009_WF05,tetraploid
Astragalus_heterodontus_P073_WA08,tetraploid
Astragalus_hidalgensis_P026_WB08,diploid
Astragalus_himalayanus_P010_WF02,triploid
Astragalus_hispidulus_P014_WB04,tetraploid
Astragalus_hissaricus_P009_WE12,triploid
Astragalus_hissaricus_P009_WF01,tetraploid
Astragalus_hoantchy_P072_WB07,tetraploid
Astragalus_hoffmeisteri_P064_WA09,tetraploid
Astragalus_holmgreniorum_P073_WG12,triploid
Astragalus_hololeios_P010_WE11,tetraploid
Astragalus_hoodianus_P073_WG11,diploid
Astragalus_hornii_P026_WB09,triploid
Astragalus_hosackioides_P074_WF03,tetraploid
Astragalus_howellii_P072_WG02,tetraploid
Astragalus_humillimus_P114_WD06,diploid
Astragalus_humistratus_P073_WG09,diploid
Astragalus_hyalolepis_P075_WH02,tetraploid
Astragalus_hypoglottis_P071_WE03,tetraploid
Astragalus_hypoleucus_P026_WB10,tetraploid
Astragalus_hypoxylus_P026_WC02,triploid
Astragalus_hyrcanus_P071_WE04,diploid
Astragalus_ibicinus_P077_WC09,diploid
Astragalus_ibrahimianus_P014_WB05,tetraploid
Astragalus_idrietorum_P019_WF06,diploid
Astragalus_igniarius_P071_WE07,triploid
Astragalus_illinii_P065_WF04,diploid
Astragalus_incertus_P075_WH07,triploid
Astragalus_indurescens_P073_WE04,tetraploid
Astragalus_inflexus_P073_WH03,tetraploid
Astragalus_inopinatus_P013_WE05,tetraploid
Astragalus_insularis_P019_WF07,tetraploid
Astragalus_inversus_P072_WE05,diploid
Astragalus_inyoensis_P072_WE04,diploid
Astragalus_iodanthus_P026_WB01,tetraploid
Astragalus_iodopetalus_P114_WC08,diploid
Astragalus_iselyi_P073_WG10,diploid
Astragalus_iskanderi_P072_WB03,tetraploid
Astragalus_jaegerianus_P073_WG08,diploid
Astragalus_jaliscensis_P018_WH06,diploid
Astragalus_jejunus_P073_WG07,diploid
Astragalus_johannis_P072_WH12,tetraploid
Astragalus_josephi_P010_WD12,tetraploid
Astragalus_kabadianus_P010_WE03,triploid
Astragalus_kadshorensis_P071_WE05,tetraploid
Astragalus_kahiricus_P074_WA02,triploid
Astragalus_karakugensis_P074_WD02,diploid
Astragalus_karakuschensis_P073_WH07,tetraploid
Astragalus_kasachstanicus_P074_WC02,diploid
Astragalus_kaschkadarjensis_P010_WD04,tetraploid
Astragalus_kashmarensis_P077_WA04,tetraploid
Astragalus_kazbeki_P071_WE06,tetraploid
Astragalus_kelifi_P074_WB12,tetraploid
Astragalus_kentrophyta_P076_WG04,diploid
Astragalus_kialensis_P010_WD11,tetraploid
Astragalus_kifonsanicus_P010_WE12,tetraploid
Astragalus_kirrindicus_P006_WE02,tetraploid
Astragalus_knightii_P111_WH02,diploid
Astragalus_kolymensis_P114_WC12,tetraploid
Astragalus_krauseanus_P013_WF11,tetraploid
Astragalus_kudrjaschovii_P008_WD03,triploid
Astragalus_kulabensis_P014_WA01,triploid
Astragalus_kuramensis_P064_WB07,tetraploid
Astragalus_kurdaicus_P114_WD08,tetraploid
Astragalus_kuschakewiczi_P008_WC10,tetraploid
Astragalus_kuschkensis_P008_WC11,triploid
Astragalus_laetus_P066_WC12,tetraploid
Astragalus_lagopoides_P066_WC05,triploid
Astragalus_laguriformis_P066_WC07,tetraploid
Astragalus_laguroides_P009_WE11,tetraploid
Astragalus_lancearius_P065_WG07,diploid
Astragalus_lanuginosus_P073_WH09,triploid
Astragalus_lasiosemius_P066_WD11,diploid
Astragalus_laxmannii_P010_WE01,tetraploid
Astragalus_layneae_P065_WC11,tetraploid
Astragalus_leibergii_P066_WD09,tetraploid
Astragalus_lemmonii_P065_WG02,diploid
Astragalus_lentiformis_P028_WF11,diploid
Astragalus_lentiginosus_P028_WG02,diploid
Astragalus_leontinus_P006_WE09,tetraploid
Astragalus_lepsensis_P010_WE04,tetraploid
Astragalus_leptocarpus_P027_WE07,diploid
Astragalus_leptocaulis_P010_WE05,triploid
Astragalus_leucocephalus_P010_WG04,tetraploid
Astragalus_leucolobus_P066_WA04,diploid
Astragalus_lilacinus_P064_WB09,tetraploid
Astragalus_limariensis_P006_WG07,tetraploid
Astragalus_limnocharis_P065_WE08,diploid
Astragalus_lindheimeri_P111_WH01,triploid
Astragalus_linifolius_P068_WC11,tetraploid
Astragalus_lipskyi_P010_WE07,triploid
Astragalus_litwinowii_P076_WA02,triploid
Astragalus_loanus_P067_WA07,diploid
Astragalus_lonchocarpus_P069_WH05,diploid
Astragalus_longipetalus_P072_WD11,tetraploid
Astragalus_longipetiolatus_P072_WF11,tetraploid
Astragalus_longissimus_P026_WC04,triploid
Astragalus_looseri_P070_WH01,tetraploid
Astragalus_lotiflorus_P066_WD08,diploid
Astragalus_lumsdenianus_P075_WA07,tetraploid
Astragalus_lupulinus_P009_WF05,tetraploid
Astragalus_lutosus_P024_WC05,diploid
Astragalus_lyallii_P008_WA03,triploid
Astragalus_macrobotrys_P073_WD02,diploid
Astragalus_macrocladus_P010_WE09,tetraploid
Astragalus_macrodon_P066_WA05,diploid
Astragalus_macropelmatus_P063_WH10,diploid
Astragalus_macropodium_P013_WC05,tetraploid
Astragalus_macropterus_P008_WD06,triploid
Astragalus_macropus_P063_WF11,diploid
Astragalus_macrostachys_P071_WG11,tetraploid
Astragalus_macrotropis_P063_WF04,tetraploid
Astragalus_magdalenae_P019_WB05,diploid
Astragalus_mahoschanicus_P008_WD01,tetraploid
Astragalus_malacoides_P065_WC12,diploid
Astragalus_malacus_P111_WH04,diploid
Astragalus_managildensis_P064_WB08,diploid
Astragalus_mareoticus_P074_WE12,triploid
Astragalus_maroccanus_P072_WB06,triploid
Astragalus_masenderanus_P063_WG10,diploid
Astragalus_mattam_P008_WC12,tetraploid
Astragalus_maurorum_P114_WD09,tetraploid
Astragalus_maverranagri_P010_WE02,triploid
Astragalus_maximowiczii_P001_WF05,tetraploid
Astragalus_maxwellii_P010_WF07,triploid
Astragalus_medius_P075_WG12,tetraploid
Astragalus_megacarpus_P065_WC10,diploid
Astragalus_megalanthus_P071_WA08,tetraploid
Astragalus_megalomerus_P008_WD04,tetraploid
Astragalus_melanostachys_P063_WG01,tetraploid
Astragalus_melilotoides_P013_WD01,triploid
Astragalus_mesites_P070_WC06,diploid
Astragalus_micranthellus_P046_WA05,diploid
Astragalus_micranthus_P026_WB06,triploid
Astragalus_microcalycinus_P071_WG10,tetraploid
Astragalus_microcystis_P066_WF06,tetraploid
Astragalus_micromerius_P069_WH10,diploid
Astragalus_microphysa_P073_WH05,diploid
Astragalus_miguelensis_P024_WC09,diploid
Astragalus_miniatus_P075_WG10,diploid
Astragalus_minimus_P065_WA03,diploid
Astragalus_minthorniae_P024_WC06,tetraploid
Astragalus_minutidentatus_P009_WE08,tetraploid
Astragalus_minutissimus_P040_WC08,diploid
Astragalus_mirabilis_P070_WF01,triploid
Astragalus_misellus_P065_WD11,diploid
Astragalus_miser_P065_WB09,tetraploid
Astragalus_missouriensis_P024_WC03,diploid
Astragalus_moencoppensis_P066_WA12,diploid
Astragalus_mohavensis_P065_WB10,diploid
Astragalus_mokiacensis_P066_WB12,diploid
Astragalus_molybdenus_P066_WH11,diploid
Astragalus_monadelphus_P070_WC10,tetraploid
Astragalus_monanthemus_P072_WG03,tetraploid
Astragalus_monbeigii_P013_WE06,triploid
Astragalus_mongholicus_P013_WE09,tetraploid
Astragalus_mongutensis_P070_WC09,tetraploid
Astragalus_monoensis_P065_WC07,diploid
Astragalus_monspessulanus_P072_WA06,tetraploid
Astragalus_monticola_P006_WE07,tetraploid
Astragalus_monumentalis_P066_WA01,diploid
Astragalus_moranii_P026_WA08,diploid
Astragalus_mossulensis_P071_WG02,triploid
Astragalus_mucidus_P069_WA04,tetraploid
Astragalus_mucronifolius_P063_WH11,triploid
Astragalus_mugodsharicus_P069_WA05,tetraploid
Astragalus_mulfordiae_P068_WA11,diploid
Astragalus_muliensis_P013_WD07,triploid
Astragalus_munroi_P071_WA09,tetraploid
Astragalus_murinus_P072_WB11,tetraploid
Astragalus_muschketovii_P013_WE02,diploid
Astragalus_musiniensis_P068_WD12,diploid
Astragalus_namanganicus_P064_WA07,tetraploid
Astragalus_naturitensis_P068_WA12,diploid
Astragalus_neglectus_P065_WB08,tetraploid
Astragalus_nelsonianus_P067_WF06,diploid
Astragalus_nematodes_P069_WA07,tetraploid
Astragalus_neolipskyanus_P075_WG09,tetraploid
Astragalus_neomexicanus_P111_WG12,diploid
Astragalus_neomonadelphus_P013_WE01,triploid
Astragalus_neuquenensis_P072_WB05,triploid
Astragalus_neurophyllus_P013_WD11,tetraploid
Astragalus_nevinii_P111_WH03,diploid
Astragalus_newberryi_P070_WA10,diploid
Astragalus_nicolai_P070_WC11,tetraploid
Astragalus_nidularius_P067_WF05,tetraploid
Astragalus_nigricans_P013_WD10,diploid
Astragalus_ninae_P077_WD11,tetraploid
Astragalus_nivalis_P013_WD06,tetraploid
Astragalus_nivicola_P066_WB11,tetraploid
Astragalus_nobilis_P013_WD08,tetraploid
Astragalus_norvegicus_P071_WD11,triploid
Astragalus_nothoxys_P026_WB02,tetraploid
Astragalus_noziensis_P072_WG09,tetraploid
Astragalus_nudisiliquus_P065_WH11,diploid
Astragalus_nudus_P006_WF03,diploid
Astragalus_nutans_P112_WA02,diploid
Astragalus_nutriosensis_P065_WD01,tetraploid
Astragalus_nuttallianus_P026_WB01,diploid
Astragalus_nuttallii_P065_WC09,diploid
Astragalus_nutzotinensis_P065_WC06,tetraploid
Astragalus_nyensis_P066_WF12,diploid
Astragalus_obcordatus_P029_WC04,diploid
Astragalus_obscurus_P065_WB11,diploid
Astragalus_ochrochlorus_P063_WF09,tetraploid
Astragalus_odoratus_P063_WG05,tetraploid
Astragalus_olchonensis_P063_WE07,tetraploid
Astragalus_oldenburgii_P013_WF08,tetraploid
Astragalus_oniciformis_P065_WC05,diploid
Astragalus_onobrychioides_P072_WC01,tetraploid
Astragalus_onobrychis_P071_WD10,triploid
Astragalus_oocalycis_P065_WG03,diploid
Astragalus_oocarpus_P077_WF07,diploid
Astragalus_oophorus_P024_WC02,tetraploid
Astragalus_orbiculatus_P013_WE11,tetraploid
Astragalus_orcuttianus_P026_WA12,diploid
Astragalus_oreganus_P075_WD12,triploid
Astragalus_ornithopodioides_P072_WB01,diploid
Astragalus_ornithorrhynchus_P068_WC08,triploid
Astragalus_osterhoutii_P065_WC03,diploid
Astragalus_oxyglottis_P071_WD07,triploid
Astragalus_oxyphysopsis_P026_WA07,diploid
Astragalus_oxyphysus_P026_WA11,tetraploid
Astragalus_pachypus_P066_WF08,tetraploid
Astragalus_pachyrachis_P063_WG08,tetraploid
Astragalus_palenae_P065_WB05,diploid
Astragalus_palmeri_P024_WC01,triploid
Astragalus_pamirensis_P013_WF03,tetraploid
Astragalus_panamintensis_P065_WH08,diploid
Astragalus_paposanus_P046_WA06,diploid
Astragalus_pardalinus_P067_WD06,diploid
Astragalus_parryi_P067_WH06,diploid
Astragalus_parvus_P026_WC03,diploid
Astragalus_paucijugus_P072_WA08,diploid
Astragalus_pauperculus_P067_WH05,diploid
Astragalus_pavlovii_P069_WA06,tetraploid
Astragalus_paysonii_P071_WD02,diploid
Astragalus_peckii_P071_WD01,diploid
Astragalus_pectinatus_P028_WF08,triploid
Astragalus_peduncularis_P083_WG12,tetraploid
Astragalus_penduliflorus_P013_WD12,triploid
Astragalus_pennellianus_P026_WC01,diploid
Astragalus_peregrinus_P014_WB11,triploid
Astragalus_perianus_P072_WF07,diploid
Astragalus_persepolitanus_P071_WE09,tetraploid
Astragalus_peruvianus_P074_WC05,diploid
Astragalus_peterfii_P073_WH06,triploid
Astragalus_petropylensis_P075_WG08,triploid
Astragalus_phoenix_P072_WG12,diploid
Astragalus_physocarpus_P063_WG11,diploid
Astragalus_physodes_P074_WB11,triploid
Astragalus_pickeringii_P072_WD12,diploid
