1649	7 (A W E U N B S) 
Astragalus_megalocystis	0100000
Astragalus_megalomerus	0100100
Astragalus_megricus	0100000
Astragalus_meiliensis	0010000
Astragalus_melanocalyx	0000100
Astragalus_melanochiton	0100000
Astragalus_melanodon	0100000
Astragalus_melanostachys	0110000
Astragalus_melilotoides	0110010
Astragalus_mendocinus	0000001
Astragalus_mercklinii	0110000
Astragalus_mesites	0000001
Astragalus_michauxii	0000100
Astragalus_micrancistrus	0100000
Astragalus_micranthellus	0000001
Astragalus_micranthus	0000100
Astragalus_microcymbus	0000100
Astragalus_microcystis	0000100
Astragalus_microdontus	0010100
Astragalus_micromerius	0000100
Astragalus_microphysa	0100000
Astragalus_miguelensis	0000100
Astragalus_mikrophyton	0100000
Astragalus_miniatus	0110010
Astragalus_minimus	0000001
Astragalus_minthorniae	0000100
Astragalus_minutissimus	0100001
Astragalus_minutulus	0100000
Astragalus_mirabilis	0010000
Astragalus_misellus	0000100
Astragalus_miser	0000100
Astragalus_missouriensis	0000100
Astragalus_miyalomontis	0010000
Astragalus_moellendorffii	0010000
Astragalus_moencoppensis	0000100
Astragalus_mohavensis	0000100
Astragalus_mokiacensis	0000100
Astragalus_molestus	0100000
Astragalus_mollissimus	0000100
Astragalus_molybdenus	0000100
Astragalus_monadelphus	0010000
Astragalus_monanthemus	0100000
Astragalus_monbeigii	0010000
Astragalus_mongholicus	0110010
Astragalus_monoensis	0000100
Astragalus_monspessulanus	1100010
Astragalus_monticola	0000001
Astragalus_montigenus	0010000
Astragalus_monumentalis	0000100
Astragalus_moranii	0000100
Astragalus_mossulensis	0100000
Astragalus_moyanoi	0000001
Astragalus_mucidus	0100010
Astragalus_mucronifolius	0100000
Astragalus_muelleri	0000010
Astragalus_mulfordiae	0000100
Astragalus_muliensis	0010000
Astragalus_multiceps	0010000
Astragalus_multijugus	0100000
Astragalus_munroi	0010000
Astragalus_murinus	0100000
Astragalus_musimonum	0000100
Astragalus_musiniensis	0000100
Astragalus_myrianthus	0100000
Astragalus_naftabensis	0100000
Astragalus_naturitensis	0000100
Astragalus_neglectus	0000100
Astragalus_nelidae	0000001
Astragalus_nelsonianus	0000100
Astragalus_nematodes	0100000
Astragalus_neobarnebyanus	0000001
Astragalus_neoburkartianus	0000001
Astragalus_neocarpus	0000001
Astragalus_neolipskyanus	0100000
Astragalus_neomexicanus	0000100
Astragalus_nephtonensis	0100000
Astragalus_neuquenensis	0000001
Astragalus_neurophyllus	0100000
Astragalus_newberryi	0000100
Astragalus_nidularius	0000100
Astragalus_nigricalycis	0000100
Astragalus_nigriceps	0100000
Astragalus_nigrivestitus	0100000
Astragalus_nigrolineatus	0100000
Astragalus_nitens	0100000
Astragalus_nitidiflorus	0000010
Astragalus_nivalis	0110000
Astragalus_nivicola	0000001
Astragalus_nobilis	0100000
Astragalus_norvegicus	0000010
Astragalus_nothoxys	0000100
Astragalus_noziensis	0010000
Astragalus_nuciferus	0100000
Astragalus_nudisiliquus	0000100
Astragalus_nudus	0000100
Astragalus_nummularius	0100010
Astragalus_nurensis	0100000
Astragalus_nutans	0000100
Astragalus_nutriosensis	0000100
Astragalus_nuttallianus	0000100
Astragalus_nuttallii	0000100
Astragalus_nutzotinensis	0000100
Astragalus_nyensis	0000100
Astragalus_obcordatus	0000100
Astragalus_obscurus	0000100
Astragalus_ochreatus	0100000
Astragalus_ochrochlorus	0100000
Astragalus_ochroleucus	0000001
Astragalus_odoratus	0100010
Astragalus_oihorensis	0010000
Astragalus_olchonensis	0000010
Astragalus_olgae	0100000
Astragalus_oligophyllus	0100000
Astragalus_oncotrichus	0100000
Astragalus_oniciformis	0000100
Astragalus_onobrychioides	0100010
Astragalus_onobrychis	1100110
Astragalus_oocalycis	0000100
Astragalus_oocarpus	0000100
Astragalus_oocephalus	0100000
Astragalus_oophorus	0000100
Astragalus_ophiocarpus	0110000
Astragalus_oplites	0010000
Astragalus_orbicularifolius	0010000
Astragalus_orbiculatus	0100000
Astragalus_orcuttianus	0000100
Astragalus_ordubadensis	0100000
Astragalus_oreades	0100000
Astragalus_oreganus	0000100
Astragalus_ornithopodioides	0100000
Astragalus_ornithorrhynchus	0100000
Astragalus_oroproselius	0100000
Astragalus_orthocarpoides	0100000
Astragalus_orthocarpus	0000001
Astragalus_ortholobus	0100000
Astragalus_osterhoutii	0000100
Astragalus_ovatus	0100000
Astragalus_ovigerus	0100000
Astragalus_ovoideus	0100000
Astragalus_owirensis	0010000
Astragalus_oxyglottis	1100010
Astragalus_oxyodon	0010000
Astragalus_oxyphysopsis	0000100
Astragalus_oxyphysus	0000100
Astragalus_oxypterus	0100000
Astragalus_oxyrhynchus	0000100
Astragalus_pachypus	0000100
Astragalus_pachyrhizus	0100000
Astragalus_pakistanicus	0010000
Astragalus_paktiensis	0010000
Astragalus_palenae	0000001
Astragalus_palibinii	0100010
Astragalus_pallescens	0100010
Astragalus_palmeri	0000100
Astragalus_pamirensis	0110000
Astragalus_panamintensis	0000100
Astragalus_panduratus	0100000
Astragalus_paposanus	0000001
Astragalus_paradoxus	0100000
Astragalus_paralipomenus	0100000
Astragalus_paralurges	0100000
Astragalus_paraplesius	0100000
Astragalus_pardalinus	0000100
Astragalus_parodii	0000001
Astragalus_parryi	0000100
Astragalus_parvicarinatus	0100000
Astragalus_parvus	0000100
Astragalus_parwanicus	0100000
Astragalus_patagonicus	0000001
Astragalus_pattersonii	0000100
Astragalus_paucijugus	0100000
Astragalus_pauper	0100000
Astragalus_pauperculus	0000100
Astragalus_pauperiflorus	0100000
Astragalus_pauranthus	0000001
Astragalus_pavlovii	0010000
Astragalus_paysonii	0000100
Astragalus_peckii	0000100
Astragalus_pectinatus	0000100
Astragalus_peduncularis	0110000
Astragalus_pehuenches	0100101
Astragalus_pelecinus	1000010
Astragalus_pellitus	0100000
Astragalus_peltatus	0100000
Astragalus_penduliflorus	0000010
Astragalus_pendulinus	0100000
Astragalus_pennellianus	0000100
Astragalus_perdurans	0100000
Astragalus_peregrinus	1100010
Astragalus_perianus	0000100
Astragalus_persepolitanus	0110000
Astragalus_persicus	0100000
Astragalus_peruvianus	0000001
Astragalus_peterae	0110000
Astragalus_peterfii	0000010
Astragalus_petraeus	0100000
Astragalus_petropolitanus	0000100
Astragalus_phlomoides	0100000
Astragalus_phoenix	0000100
Astragalus_physocarpus	0100000
Astragalus_physodes	0100000
Astragalus_pictiformis	0000100
Astragalus_piletocladus	0100000
Astragalus_pinetorum	0100000
Astragalus_pinonis	0000100
Astragalus_piptocephalus	0100000
Astragalus_piscator	0000100
Astragalus_piscinus	0000100
Astragalus_pissisi	0000001
Astragalus_piutensis	0000100
Astragalus_plagiophacos	0100000
Astragalus_plattensis	0000100
Astragalus_platyphyllus	0100000
Astragalus_platysematus	0100000
Astragalus_platytropis	0000100
Astragalus_plumbeus	0000100
Astragalus_podlechii	0100000
Astragalus_podocarpus	1100000
Astragalus_podolobus	0100000
Astragalus_polaris	0000110
Astragalus_poliotrichus	0100000
Astragalus_politovii	0100000
Astragalus_polozhiae	0100000
Astragalus_polyacanthus	0010000
Astragalus_polyceras	0100000
Astragalus_polycladus	0110100
Astragalus_polygala	0100000
Astragalus_polyphyllus	0100000
Astragalus_pomonensis	0000100
Astragalus_ponticus	0100010
Astragalus_popovii	0100000
Astragalus_porphyrocalyx	0010000
Astragalus_porphyrophysa	0100000
Astragalus_porrectus	0000100
Astragalus_potosinus	0000100
Astragalus_praelongus	0000100
Astragalus_prattii	0010000
Astragalus_preussii	0000100
Astragalus_prilipkoanus	0100000
Astragalus_pringlei	0000100
Astragalus_propinquus	0110110
Astragalus_prorifer	0000100
Astragalus_proximus	0000100
Astragalus_przewalskii	0010000
Astragalus_pseudoadsurgens	0000010
Astragalus_pseudoamygdalinus	0100000
Astragalus_pseudoaustralis	0100000
Astragalus_pseudoborodinii	0100000
Astragalus_pseudobrachystachys	0100000
Astragalus_pseudochlorostachys	0010000
Astragalus_pseudocyclophyllus	0100000
Astragalus_pseudocytisoides	0100000
Astragalus_pseudofragiferus	0100000
Astragalus_pseudohypogaeus	0100000
Astragalus_pseudoindurascens	0100000
Astragalus_pseudojohannis	0100000
Astragalus_pseudokurrumensis	0100000
Astragalus_pseudomegalomerus	0100000
Astragalus_pseudomultijugus	0100000
Astragalus_pseudonobilis	0100000
Astragalus_pseudotesticulatus	0100000
Astragalus_pseudoutriger	0100000
Astragalus_pseudoversicolor	0010000
Astragalus_psilacanthus	0110000
Astragalus_psilocentros	0010000
Astragalus_psilolobus	0100000
Astragalus_pterocarpus	0000100
Astragalus_ptychophyllus	0100000
Astragalus_pubentissimus	0000100
Astragalus_puberulus	0100000
Astragalus_pueblae	0000100
Astragalus_pulcher	0100000
Astragalus_pullus	0010000
Astragalus_pulsiferae	0000100
Astragalus_pulviniformis	0000001
Astragalus_punae	0000001
Astragalus_punctatus	0100000
Astragalus_puniceus	0000100
Astragalus_purpurascens	0010000
Astragalus_purpusii	0000100
Astragalus_purshii	0000100
Astragalus_pushtashanicus	0100000
Astragalus_pusillus	0000001
Astragalus_pycnostachyus	0000100
Astragalus_pyrrhotrichus	0110000
Astragalus_quinqueflorus	0000100
Astragalus_quinquefoliolatus	0100000
Astragalus_quinquejugus	0100000
Astragalus_racemosus	0000100
Astragalus_raddei	0100000
Astragalus_radicans	0000100
Astragalus_rafaelensis	0000100
Astragalus_rahensis	0100000
Astragalus_raphiodontus	0100000
Astragalus_rattanii	0000100
Astragalus_ravenii	0000100
Astragalus_rawianus	0100000
Astragalus_rawlinsianus	0100000
Astragalus_recognitus	0100000
Astragalus_recurvus	0000100
Astragalus_reduncus	0100000
Astragalus_reesei	1000000
Astragalus_reflexistipulus	0010000
Astragalus_reflexus	0000100
Astragalus_regiomontanus	0000100
Astragalus_registanicus	0100000
Astragalus_reichei	0100000
Astragalus_reinii	1000000
Astragalus_remotiflorus	0100000
Astragalus_remotijugus	0100000
Astragalus_remotus	0000100
Astragalus_retamocarpus	0100000
Astragalus_reticulatus	0100000
Astragalus_retusifoliatus	0010000
Astragalus_reuterianus	0100000
Astragalus_reventiformis	0000100
Astragalus_reventus	0000100
Astragalus_rhacodes	0100000
Astragalus_rhizanthus	0110000
Astragalus_rhizocephalus	0110000
Astragalus_rhodosemius	0100000
Astragalus_richii	1000001
Astragalus_rigidulus	1010000
Astragalus_rimarum	0100000
Astragalus_riouxii	0100000
Astragalus_riparius	0000100
Astragalus_ripleyi	0000100
Astragalus_robbinsii	0000100
Astragalus_robustus	0100000
Astragalus_rosae	0100000
Astragalus_rosellus	0100000
Astragalus_roseus	0000010
Astragalus_rostratus	0100000
Astragalus_rubriflorus	0100000
Astragalus_rubrolineatus	0100000
Astragalus_rufescens	0100000
Astragalus_ruiz-lealii	0000001
Astragalus_rupifragus	0100010
Astragalus_rusbyi	0000100
Astragalus_ruscifolius	0100000
Astragalus_rytidocarpus	0100000
Astragalus_rytilobus	0100000
Astragalus_rzaevii	0100000
Astragalus_sabuletorum	0100010
Astragalus_sabulonum	0000100
Astragalus_sabulosus	0000100
Astragalus_saccatus	0100000
Astragalus_sachalinensis	0000010
Astragalus_sachanewii	0100000
Astragalus_saetiger	0100000
Astragalus_saganlugensis	0100000
Astragalus_sahendi	0100000
Astragalus_salatavicus	0100000
Astragalus_salmonis	0000100
Astragalus_salsugineus	0100000
Astragalus_sanandajianus	0100000
Astragalus_sanctae-crucis	0000001
Astragalus_sanctorum	0000100
Astragalus_sanczirii	0100000
Astragalus_sangimashensis	0100000
Astragalus_sangonensis	0100000
Astragalus_sanguineus	0000100
Astragalus_sanguinolentus	0100000
Astragalus_saralensis	0100010
Astragalus_sarbasnensis	0100000
Astragalus_sardaimionensis	0000100
Astragalus_satoi	0010000
Astragalus_saurinus	0000100
Astragalus_savellanicus	0100000
Astragalus_saxifractor	0110000
Astragalus_saxorum	0010000
Astragalus_scaberrimus	0110010
Astragalus_scabrisetus	0100000
Astragalus_scalaris	0000100
Astragalus_scaphoides	0000100
Astragalus_schahrudensis	0100000
Astragalus_schanginianus	0100000
Astragalus_schelichowii	0010010
Astragalus_scheremetevianus	0110000
Astragalus_schimperi	1100000
Astragalus_schinetorum	0000001
Astragalus_schistocalyx	0100000
Astragalus_schistosus	0100000
Astragalus_schizotropis	1000000
Astragalus_schmalhausenii	0100000
Astragalus_schmidii	0100000
Astragalus_schmolliae	0000100
Astragalus_schrenkianus	0100100
Astragalus_schugnanicus	0110000
Astragalus_sciureus	0100000
Astragalus_sclerocarpus	0000100
Astragalus_scleroxylon	0100000
Astragalus_scoparius	0100000
Astragalus_scopulorum	0000100
Astragalus_scorpioides	1100010
Astragalus_scorpiurus	0110000
Astragalus_scutaneus	0000100
Astragalus_secundus	0010000
Astragalus_sedaensis	0010000
Astragalus_seidabadensis	0100000
Astragalus_semicircularis	0010000
Astragalus_semilunatus	0100000
Astragalus_semnanensis	0100000
Astragalus_sempervirens	1000010
Astragalus_sepultipes	0000100
Astragalus_serenoi	0000100
Astragalus_sericeocanus	0000010
Astragalus_sericopetalus	0100000
Astragalus_sericophyllus	0000010
Astragalus_serpens	0000100
Astragalus_sesameus	1000010
Astragalus_sesamoides	0100000
Astragalus_sesquiflorus	0000100
Astragalus_setosulus	0100000
Astragalus_sevangensis	0100000
Astragalus_severzovii	0110100
Astragalus_shagalensis	0100000
Astragalus_sharestanicus	0100000
Astragalus_shatuensis	0100000
Astragalus_sheldonii	0000100
Astragalus_shelkovnikovii	0100000
Astragalus_shevockii	0000100
Astragalus_shinanensis	0010010
Astragalus_shiroumensis	0010000
Astragalus_shortianus	0000100
Astragalus_shultziorum	0000100
Astragalus_siahderrensis	0100000
Astragalus_sieberi	0100000
Astragalus_sieversianus	0100000
Astragalus_sikkimensis	0010000
Astragalus_sikokianus	0010000
Astragalus_siliceus	0000100
Astragalus_siliquosus	0100000
Astragalus_simplicifolius	0000100
Astragalus_simpsonii	0010000
Astragalus_sinaicus	1100010
Astragalus_sinaloae	0000100
Astragalus_sinicus	0010000
Astragalus_sinuatus	0000100
Astragalus_sirinicus	0000010
Astragalus_skythropos	0010000
Astragalus_smithianus	0010000
Astragalus_sogdianus	0100000
Astragalus_solandri	1000000
Astragalus_solitarius	0000100
Astragalus_somcheticus	0100000
Astragalus_sommieri	0100000
Astragalus_sophoroides	0000100
Astragalus_souliei	0010000
Astragalus_soxmaniorum	0000100
Astragalus_spaldingii	0000100
Astragalus_sparsiflorus	0000100
Astragalus_sparsus	0100000
Astragalus_spartioides	0100000
Astragalus_spatulatus	0000100
Astragalus_speciosus	0100000
Astragalus_spegazzinii	0000001
Astragalus_speirocarpus	0000100
Astragalus_sphaeranthus	0100000
Astragalus_sphaerocystis	0100000
Astragalus_spinescens	0100000
Astragalus_spinosus	1100000
Astragalus_sprucei	0000001
Astragalus_spruneri	0100010
Astragalus_squarrosus	0110000
Astragalus_stalinskyi	0100000
Astragalus_stapfii	0100000
Astragalus_stella	1000010
Astragalus_stenanthus	0100000
Astragalus_stenoceras	0110000
Astragalus_stenocystis	0100000
Astragalus_stenolepis	0100000
Astragalus_stepporum	0100000
Astragalus_sterilis	0000100
Astragalus_stevenianus	0110110
Astragalus_stewartii	1010000
Astragalus_stipitatus	0100000
Astragalus_stipulatus	0010000
Astragalus_stocksii	0100000
Astragalus_straturensis	0000100
Astragalus_straussii	0100000
Astragalus_striatiflorus	0000100
Astragalus_strictilobus	0100000
Astragalus_strictus	0110000
Astragalus_strigosostipulatus	0100000
Astragalus_strigulosus	0000100
Astragalus_subalpinus	0100000
Astragalus_subarcuatus	0100000
Astragalus_subcinereus	0000100
Astragalus_suberosus	1100010
Astragalus_submaculatus	0100000
Astragalus_submitis	0100000
Astragalus_subrosulariformis	0100000
Astragalus_subsecundus	0100000
Astragalus_substipitatus	0100000
Astragalus_subuliformis	0100010
Astragalus_subumbellatus	0110000
Astragalus_subverticillatus	0100000
Astragalus_subvestitus	0000100
Astragalus_succumbens	0000100
Astragalus_suffruticosus	0100010
Astragalus_sulcatus	0100010
Astragalus_sulfuratus	0100000
Astragalus_sumbari	0100000
Astragalus_sungpanensis	0010000
Astragalus_supervisus	0100000
Astragalus_supinus	0100000
Astragalus_suprapilosus	0100000
Astragalus_susianus	0100000
Astragalus_sutchuenensis	0010000
Astragalus_syreitschikovii	0100000
Astragalus_szovitsii	0100000
Astragalus_tabrisianus	0100000
Astragalus_taipaishanensis	0010000
Astragalus_taiyuanensis	0010000
Astragalus_takharensis	0100000
Astragalus_takhtadzhjanii	0100000
Astragalus_tamiricus	0010000
Astragalus_tanaiticus	0100000
Astragalus_tanguticus	0010000
Astragalus_taochius	0100000
Astragalus_tarijensis	0000001
Astragalus_tarumensis	0100000
Astragalus_taschkendicus	0100000
Astragalus_tashqurghanicus	0100000
Astragalus_tataricus	0010000
Astragalus_tatsienensis	0010000
Astragalus_taubertianus	1000000
Astragalus_tawilicus	0100000
Astragalus_tegetarioides	0000100
Astragalus_teheranicus	0100000
Astragalus_tehuelches	0000001
Astragalus_temirensis	0100010
Astragalus_tenellus	0000100
Astragalus_tener	0000100
Astragalus_tennesseensis	0000100
Astragalus_tenuifolius	1000000
Astragalus_tephrodes	0000100
Astragalus_tephrolobus	0100000
Astragalus_tephrosioides	0100000
Astragalus_termeanus	0100000
Astragalus_terminalis	0000100
Astragalus_terracianoi	0000010
Astragalus_terrestris	0010000
Astragalus_testiculatus	0100010
Astragalus_tetrapterus	0000100
Astragalus_thermensis	0000010
Astragalus_thomsonii	0010000
Astragalus_thurberi	0000100
Astragalus_tibetanus	0110000
Astragalus_tidestromii	0000100
Astragalus_tiehmii	0000100
Astragalus_tigridis	0100000
Astragalus_tioides	0000100
Astragalus_titanophilus	0000100
Astragalus_titovii	0100000
Astragalus_toanus	0000100
Astragalus_toksunensis	0100000
Astragalus_tolmaczevii	0000010
Astragalus_tolucanus	0000100
Astragalus_tongolensis	0010000
Astragalus_toquimanus	0000100
Astragalus_tortipes	0000100
Astragalus_tortuosus	0100000
Astragalus_trachoniticus	0100000
Astragalus_tragacantha	0100010
Astragalus_traskiae	0000100
Astragalus_tremolsianus	0000010
Astragalus_tribulifolius	0010000
Astragalus_tribuloides	1110000
Astragalus_tricarinatus	0000100
Astragalus_trichanthus	0100000
Astragalus_trichocarpus	0010000
Astragalus_tricholobus	0100000
Astragalus_trichopodus	0000100
Astragalus_triflorus	0000001
Astragalus_trigonocarpus	0000010
Astragalus_trigonus	1000000
Astragalus_trimestris	0100000
Astragalus_triradiatus	0100000
Astragalus_troglodytus	0000100
Astragalus_tschujensis	0100000
Astragalus_tugarinovii	0000110
Astragalus_tulinovii	0010000
Astragalus_tumninensis	0000010
Astragalus_tungensis	0010000
Astragalus_tupalangi	0100000
Astragalus_turbinatus	0100000
Astragalus_turczaninowii	0100100
Astragalus_turolensis	0000010
Astragalus_tweedyi	0000100
Astragalus_tyghensis	0000100
Astragalus_ufraensis	0100000
Astragalus_ugamicus	0100100
Astragalus_uliginosus	0110010
Astragalus_ulothrix	0100000
Astragalus_umbellatus	0000110
Astragalus_umbraticus	0000100
Astragalus_uncialis	0000100
Astragalus_uniflorus	0000001
Astragalus_unifoliolatus	0100000
Astragalus_uraniolimneus	0100000
Astragalus_urbanianus	0000001
Astragalus_urceolatus	0000100
Astragalus_urmiensis	0100000
Astragalus_utahensis	0000100
Astragalus_utriger	0100000
Astragalus_vaccarum	0000100
Astragalus_vaginatus	0100010
Astragalus_vagus	0000001
Astragalus_valerianensis	0000100
Astragalus_vallaris	0000100
Astragalus_vallicola	0000010
Astragalus_valparadisiensis	0000001
Astragalus_vanillae	0100000
Astragalus_variabilis	0010000
Astragalus_variegatus	0100010
Astragalus_varius	0100010
Astragalus_varus	0000001
Astragalus_varzobicus	0100000
Astragalus_vavilovii	0100000
Astragalus_vegetus	0100000
Astragalus_venturii	0000001
Astragalus_veresczaginii	0100000
Astragalus_vereskensis	0100000
Astragalus_verrucosus	0000010
Astragalus_versicolor	0110010
Astragalus_verticillatus	0000001
Astragalus_verus	0110000
Astragalus_vesicarius	0100010
Astragalus_vesiculosus	0000001
Astragalus_vessalae	0100000
Astragalus_vexillaris	0100000
Astragalus_vexilliflexus	0000100
Astragalus_vicarius	0100000
Astragalus_villosissimus	0100000
Astragalus_villosus	0000100
Astragalus_viridis	0100000
Astragalus_vogelii	1100000
Astragalus_vulcanicus	0100000
Astragalus_vulpinus	0100000
Astragalus_wagneri	0100000
Astragalus_wardii	0000100
Astragalus_waterfallii	0000100
Astragalus_webberi	0000100
Astragalus_webbianus	0110000
Astragalus_weberbaueri	0000001
Astragalus_weddellianus	0100001
Astragalus_weixinensis	0010000
Astragalus_welshii	0000100
Astragalus_wenquanensis	0010000
Astragalus_wenxianensis	0010000
Astragalus_werdermannii	0000001
Astragalus_wetherillii	0000100
Astragalus_whitneyi	0000100
Astragalus_williamsii	0000100
Astragalus_wilmottianus	0000010
Astragalus_wingatanus	0000100
Astragalus_wittmannii	0000100
Astragalus_wolgensis	0100010
Astragalus_woodruffii	0000100
Astragalus_wootonii	0000100
Astragalus_wrightii	0000100
Astragalus_xanthomeloides	0100100
Astragalus_xanthotrichus	0100000
Astragalus_xanthoxiphidiopsis	0110000
Astragalus_xiphidium	0100000
Astragalus_xiphoides	0000100
Astragalus_xipholobus	0100000
Astragalus_xylobasis	0100000
Astragalus_yangtzeanus	0010000
Astragalus_yoder-williamsii	0000100
Astragalus_yumenensis	0010000
Astragalus_yunnanensis	0010000
Astragalus_zacatecanus	0000100
Astragalus_zagrosicus	0100000
Astragalus_zanskarensis	0010000
Astragalus_zayuensis	0010000
Astragalus_zerdanus	0100000
Astragalus_zingeri	0100010
Astragalus_zionis	0000100
Astragalus_zohrabi	0100000
Carmichaelia_violacea	0001000
Clianthus_puniceus	0001101
Colutea_abyssinica	1000000
Eremosparton_flaccidum	0100000
Erophaca_baetica	1100010
Hedysarum_boreale	0000110
Lessertia_capitata	1000000
Onobrychis_conferta	0000010
Oxytropis_aciphylla	0110000
Oxytropis_adamsiana	0000010
Oxytropis_albana	0100000
Oxytropis_arctica	0000110
Oxytropis_aucheri	0110000
Oxytropis_besseyi	0000100
Oxytropis_bicolor	0010000
Oxytropis_campanulata	0100010
Oxytropis_campestris	0000110
Oxytropis_chionobia	0110000
Oxytropis_ciliata	0010000
Oxytropis_coerulea	0110010
Oxytropis_czukotica	0000010
Oxytropis_deflexa	0110110
Oxytropis_eriocarpa	0100000
Oxytropis_exserta	0000010
Oxytropis_falcata	0010000
Oxytropis_grandiflora	0110010
Oxytropis_hirta	0010000
Oxytropis_humifusa	0110000
Oxytropis_immersa	0110000
Oxytropis_jacquinii	0000010
Oxytropis_jonesii	0000100
Oxytropis_jordalii	0000100
Oxytropis_kansuensis	0010000
Oxytropis_kobukensis	0000100
Oxytropis_koyukukensis	0000100
Oxytropis_lagopus	0000100
Oxytropis_lambertii	0000100
Oxytropis_lapponica	0100010
Oxytropis_macrocarpa	0100000
Oxytropis_maydelliana	0000110
Oxytropis_melanocalyx	0010000
Oxytropis_mertensiana	0000110
Oxytropis_microphylla	0110010
Oxytropis_mollis	0010000
Oxytropis_multiceps	0000100
Oxytropis_nana	0000100
Oxytropis_neglecta	0000010
Oxytropis_nigrescens	0010110
Oxytropis_nutans	0100000
Oxytropis_obnapiformis	0000100
Oxytropis_ochotensis	0000010
Oxytropis_ochrantha	0010000
Oxytropis_ochrocephala	0010000
Oxytropis_ochroleuca	0010000
Oxytropis_oreophila	0000100
Oxytropis_oxyphylloides	0000010
Oxytropis_parryi	0000100
Oxytropis_pauciflora	0110000
Oxytropis_pilosa	0100010
Oxytropis_poncinsii	0110000
Oxytropis_qinghaiensis	0010000
Oxytropis_racemosa	0010000
Oxytropis_recognita	0100000
Oxytropis_riparia	0000100
Oxytropis_savellanica	0100000
Oxytropis_scammaniana	0000110
Oxytropis_sericea	0000100
Oxytropis_splendens	0000100
Oxytropis_squammulosa	0110010
Oxytropis_strobilacea	0110010
Oxytropis_talassica	0100000
Oxytropis_taochensis	0010000
Oxytropis_tianschanica	0100000
Oxytropis_vassilczenkoi	0000010
Oxytropis_viscida	0000100
Oxytropis_williamsii	0010000
Oxytropis_yunnanensis	0010000
Phyllolobium_tribulifolium	0010000
Smirnowia_turkestana	0100000
Sphaerophysa_salsula	0110110
Sutherlandia_microphylla	1000000
Swainsona_formosa	0001000
Tragacantha_densifolia	0100000
Tragacantha_fasciculifolia	0100000
Wisteria_sinensis	1111111
