1649	7 (A W E U N B S) 
Astragalus_aqrabatensis	0100000
Astragalus_aquilanus	0000010
Astragalus_aquilonius	0000100
Astragalus_arbelicus	0100000
Astragalus_arbuscula	0100000
Astragalus_archibaldii	0100000
Astragalus_arcuatus	0100000
Astragalus_arenarius	0100010
Astragalus_arequipensis	0000001
Astragalus_arganaticus	0100000
Astragalus_argentinus	0000001
Astragalus_argophyllus	0000100
Astragalus_arguricus	0100000
Astragalus_argutensis	0100000
Astragalus_argyroides	0100000
Astragalus_aridus	0000100
Astragalus_arizonicus	0000100
Astragalus_arkalycensis	0100000
Astragalus_armatus	1000000
Astragalus_armeniacus	0100000
Astragalus_arnoldii	0110000
Astragalus_arnottianus	0000001
Astragalus_arrectus	0000100
Astragalus_arthurii	0000100
Astragalus_aschuturi	0000100
Astragalus_asclepiadoides	0000100
Astragalus_askius	0100000
Astragalus_asper	0100010
Astragalus_aspindzicus	0100000
Astragalus_asplundii	0000001
Astragalus_aspreticola	0100000
Astragalus_asterias	1100010
Astragalus_asymmetricus	0000100
Astragalus_atratus	0000100
Astragalus_atricapillus	0100000
Astragalus_atropilosulus	1100000
Astragalus_atropubescens	0000100
Astragalus_atropurpureus	0100100
Astragalus_atrovinosus	0100000
Astragalus_atwoodii	0000100
Astragalus_aucheri	0100000
Astragalus_auratus	0100000
Astragalus_austinae	0000100
Astragalus_austiniae	0000100
Astragalus_australis	1000110
Astragalus_austriacus	0100010
Astragalus_austroaegaeus	0000010
Astragalus_austroargentinus	0000001
Astragalus_austrosibiricus	0100010
Astragalus_avicennicus	0100000
Astragalus_baba-alliar	0100000
Astragalus_bachmarensis	0100000
Astragalus_badamensis	0100000
Astragalus_baionensis	0000010
Astragalus_baissunensis	0100000
Astragalus_baitagensis	0100000
Astragalus_bakaliensis	0100000
Astragalus_bakuensis	0100000
Astragalus_balchaschensis	0100000
Astragalus_balearicus	0000010
Astragalus_balfourianus	0010000
Astragalus_barbatus	1100000
Astragalus_barnebyi	0000100
Astragalus_bashgalensis	0010000
Astragalus_bashmensis	0100000
Astragalus_basiflorus	0100000
Astragalus_basineri	0100000
Astragalus_batangensis	0010000
Astragalus_bazmanicus	0100000
Astragalus_beathii	0000100
Astragalus_beatleyae	0000100
Astragalus_beckerianus	0100010
Astragalus_beckii	0100000
Astragalus_beckwithii	0000100
Astragalus_beketowi	0100000
Astragalus_bellus	0000001
Astragalus_bergii	0000001
Astragalus_bernardinus	0000100
Astragalus_berteri	0100000
Astragalus_berterianus	0000001
Astragalus_bezudensis	0110000
Astragalus_bhotanensis	0010000
Astragalus_bibullatus	0000100
Astragalus_bicolor	0100000
Astragalus_bicristatus	0000100
Astragalus_bidentatus	0000001
Astragalus_biebersteinii	0100000
Astragalus_bifidus	0000010
Astragalus_biovulatus	0100000
Astragalus_bisulcatus	0000100
Astragalus_bodinii	0000100
Astragalus_boelckei	0000001
Astragalus_boeticus	1100010
Astragalus_bolanderi	0000100
Astragalus_bombycinus	0100000
Astragalus_bonariensis	0000001
Astragalus_bornmuellerianus	0100000
Astragalus_borodinii	0100000
Astragalus_borraginaceus	0100000
Astragalus_bossuensis	0100000
Astragalus_bounophilus	0100000
Astragalus_bourgaeanus	1000010
Astragalus_bourgovii	0000100
Astragalus_bowes-lyonii	0010000
Astragalus_brachybotrys	0100000
Astragalus_brachycarpus	0100000
Astragalus_brachycentrus	0100000
Astragalus_brachylobus	0100010
Astragalus_brachyodontus	0100000
Astragalus_brachypetalus	0100000
Astragalus_brachypus	0100000
Astragalus_brachystachys	0100000
Astragalus_brachytropis	0100000
Astragalus_brackenridgei	0000001
Astragalus_bracteosus	0100000
Astragalus_brahuicus	0010000
Astragalus_brandegeei	0000100
Astragalus_brandegei	0000100
Astragalus_brauntonii	0000100
Astragalus_brazoensis	0000100
Astragalus_brevialatus	0010000
Astragalus_brevidens	0100000
Astragalus_brevifolius	0110000
Astragalus_brevipes	0100000
Astragalus_breviscapus	0110000
Astragalus_breweri	0000100
Astragalus_bryantii	0000100
Astragalus_buchtormensis	0100010
Astragalus_bungeanus	0100000
Astragalus_burkartii	0000001
Astragalus_buschiorum	0100000
Astragalus_bustillosii	0100001
Astragalus_cachinalensis	0000001
Astragalus_caeruleopetalinus	0010000
Astragalus_calamistratus	0100000
Astragalus_californicus	0000100
Astragalus_callichrous	0100000
Astragalus_calliphysa	0100000
Astragalus_callistachys	0100000
Astragalus_callithrix	0000100
Astragalus_calycinus	0100000
Astragalus_calycosus	0000100
Astragalus_camelorum	0100000
Astragalus_camptoceras	0100000
Astragalus_camptodontoides	0010000
Astragalus_camptopus	0000100
Astragalus_campylanthus	0100000
Astragalus_campylorhynchus	0100000
Astragalus_campylosema	0100000
Astragalus_campylotrichus	0100000
Astragalus_canadensis	0000100
Astragalus_cancellatus	0100000
Astragalus_canescens	0100000
Astragalus_canoflavus	0100000
Astragalus_capillipes	0010000
Astragalus_capito	0100000
Astragalus_caprinus	1100010
Astragalus_captiosus	0100000
Astragalus_caraganae	0100000
Astragalus_carduchorum	0100000
Astragalus_caricinus	0000100
Astragalus_carinatus	0000001
Astragalus_carmanicus	0100000
Astragalus_carminis	0000100
Astragalus_caroli-henrici	0100000
Astragalus_casapaltensis	0000001
Astragalus_casei	0000100
Astragalus_castaneiformis	0000100
Astragalus_castetteri	0000100
Astragalus_catabostrychos	0100000
Astragalus_cavanillesii	0000010
Astragalus_cenorrhynchus	0000100
Astragalus_centralis	0100000
Astragalus_cephalanthus	0100000
Astragalus_ceramicus	0000100
Astragalus_cerasinus	0100000
Astragalus_ceratoides	0100000
Astragalus_cerussatus	0000100
Astragalus_chaetodon	0100000
Astragalus_chaidamuensis	0010000
Astragalus_chalaranthus	0100000
Astragalus_chamaeleuce	0000100
Astragalus_chamaemeniscus	0000100
Astragalus_chamissonis	0000001
Astragalus_charadzeae	0100000
Astragalus_chardinii	0100000
Astragalus_charguschanus	0110000
Astragalus_chilienshanensis	0010000
Astragalus_chinensis	0010010
Astragalus_chingoanus	0100000
Astragalus_chionanthus	0100000
Astragalus_chionobiiformis	0100000
Astragalus_chiukiangensis	0010000
Astragalus_chiwensis	0100000
Astragalus_chloodes	0000100
Astragalus_chlorodontus	0100000
Astragalus_chlorostachys	0110000
Astragalus_chlorostegius	0100000
Astragalus_chomutowii	0100000
Astragalus_chordorrhizus	0100000
Astragalus_chorinensis	0100010
Astragalus_chorizanthus	0010000
Astragalus_chrysopterus	0010000
Astragalus_chrysostachys	0100000
Astragalus_chubutensis	0000001
Astragalus_chuskanus	0000100
Astragalus_cibarius	0000100
Astragalus_cicer	0100010
Astragalus_ciceroides	0100000
Astragalus_cimae	0000100
Astragalus_cinereus	0100000
Astragalus_circumdatus	0000100
Astragalus_cisoxanus	0100000
Astragalus_citrinus	0100000
Astragalus_clandestinus	0000001
Astragalus_clarianus	0000100
Astragalus_clarkeanus	0010000
Astragalus_clerceanus	0000010
Astragalus_clevelandii	0000100
Astragalus_clusii	0000010
Astragalus_coahuilae	0000100
Astragalus_cobrensis	0000100
Astragalus_coccineus	0000100
Astragalus_cochabambensis	0000001
Astragalus_cognatus	0100000
Astragalus_colhuensis	0000001
Astragalus_collinus	0000100
Astragalus_coltonii	0000100
Astragalus_columbianus	0000100
Astragalus_coluteocarpus	0110000
Astragalus_coluteopsis	0100000
Astragalus_commixtus	0110000
Astragalus_comosus	0100000
Astragalus_complanatus	0010000
Astragalus_complicatus	0000001
Astragalus_compressus	0100000
Astragalus_concinnus	0000001
Astragalus_concretus	0010000
Astragalus_confertus	0110000
Astragalus_confusus	0100000
Astragalus_congdonii	0000100
Astragalus_conjunctus	0000100
Astragalus_connectens	0100000
Astragalus_consanguineus	0100000
Astragalus_consobrinus	0000100
Astragalus_conspicuus	0100000
Astragalus_contortuplicatus	0110010
Astragalus_convallarius	0000100
Astragalus_coquimbensis	0000001
Astragalus_coriaceus	0000100
Astragalus_corniculatus	0100010
Astragalus_cornutus	0100010
Astragalus_coronilla	0100000
Astragalus_corrugatus	1110000
Astragalus_cottamii	0000100
Astragalus_cottonianus	0100000
Astragalus_cottonii	0000100
Astragalus_cracca	0000001
Astragalus_craibianus	0010000
Astragalus_crassicarpus	0000100
Astragalus_crassifolius	0010000
Astragalus_crassispinus	0010000
Astragalus_cremnophylax	0000100
Astragalus_crenatus	1110010
Astragalus_cretaceus	0100000
Astragalus_cronquistii	0000100
Astragalus_crotalariae	0000100
Astragalus_cruckshanksii	0000001
Astragalus_crymophilus	0000001
Astragalus_cryptanthus	0000001
Astragalus_crypticus	0000001
Astragalus_cryptobotrys	0000001
Astragalus_cuatrecasasii	0000001
Astragalus_cuneifolius	0100000
Astragalus_curtipes	0000100
Astragalus_curvicarpus	0000100
Astragalus_curvicaulis	0100001
Astragalus_curviflorus	0100000
Astragalus_curvipes	0100000
Astragalus_curvirostris	0100000
Astragalus_cuscutae	0100000
Astragalus_cusickii	0000100
Astragalus_cuyanus	0000001
Astragalus_cyaneus	0000100
Astragalus_cyclophyllon	0100000
Astragalus_cymbicarpos	1000010
Astragalus_cymboides	0000100
Astragalus_cyri	0100000
Astragalus_cysticalyx	0100100
Astragalus_cytisoides	0100000
Astragalus_dactylocarpus	0100000
Astragalus_daenaensis	0100000
Astragalus_daghestanicus	0100000
Astragalus_dahuricus	0110010
Astragalus_daleae	0000100
Astragalus_danicus	0100010
Astragalus_darii	0100000
Astragalus_darumbium	0000001
Astragalus_darwinianus	0000001
Astragalus_dasyanthus	0100010
Astragalus_davidii	0010000
Astragalus_deanei	0000100
Astragalus_debequaeus	0000100
Astragalus_degensis	0010000
Astragalus_dekazygus	0100000
Astragalus_demavendicolus	0100000
Astragalus_demavendicus	0100000
Astragalus_demetrii	0100000
Astragalus_deminutivus	0000001
Astragalus_dendroides	0100000
Astragalus_densiflorus	0110000
Astragalus_denticulatus	0100000
Astragalus_depauperatus	0100010
Astragalus_dependens	0010000
Astragalus_depressus	1100010
Astragalus_desereticus	0000100
Astragalus_desperatus	0000100
Astragalus_deterior	0000100
Astragalus_detritalis	0000100
Astragalus_dianthus	0100000
Astragalus_diaphanus	0000100
Astragalus_dictamnoides	0100000
Astragalus_dictyolobus	0100000
Astragalus_didymocarpus	0000100
Astragalus_dielsii	0000001
Astragalus_dignus	0110000
Astragalus_dilutus	0100000
Astragalus_diminutivus	0000001
Astragalus_dingjiensis	0010000
Astragalus_diopogon	0010000
Astragalus_dipelta	0100100
Astragalus_diphacus	0000100
Astragalus_discernendus	0010000
Astragalus_discolor	0010000
Astragalus_distinens	0000001
Astragalus_distortus	0000100
Astragalus_diversifolius	0000100
Astragalus_djilgensis	0100000
Astragalus_dodtii	0000001
Astragalus_dolichophyllus	0100000
Astragalus_dombeyi	0100000
Astragalus_domeykoanus	0000001
Astragalus_donianus	0010010
Astragalus_douglasii	0000100
Astragalus_drabelliformis	0000100
Astragalus_drummondii	0000100
Astragalus_drupaceus	0000010
Astragalus_dschangartensis	0110000
Astragalus_duanensis	0100000
Astragalus_duchesnensis	0000100
Astragalus_dulungkiangensis	0010000
Astragalus_dumetorum	0010000
Astragalus_durandianus	0100000
Astragalus_dzebrailicus	0100000
Astragalus_eastwoodiae	0000100
Astragalus_ebenoides	0100000
Astragalus_ecbatanus	0100000
Astragalus_echinatus	1000010
Astragalus_echinops	0100000
Astragalus_edmondsonii	0100000
Astragalus_edmondstonei	0100001
Astragalus_edulis	1000010
Astragalus_effusus	0100000
Astragalus_efoliatus	0010000
Astragalus_egglestonii	0000100
Astragalus_elatior	0100000
Astragalus_ellipsoideus	0100000
Astragalus_elymaiticus	0100000
Astragalus_emarginatus	0100000
Astragalus_emoryanus	0000100
Astragalus_endytanthus	0100000
Astragalus_englerianus	0010000
Astragalus_ensifer	0100000
Astragalus_ensiformis	0000100
Astragalus_epiglottis	1100010
Astragalus_episcopus	0000100
Astragalus_equisolensis	0000100
Astragalus_eremiticus	0000100
Astragalus_eremophilus	1100000
Astragalus_eriocarpus	0100000
Astragalus_erionotus	0110000
Astragalus_eriopodus	0100000
Astragalus_eriostomus	0100000
Astragalus_erivanensis	0100000
Astragalus_ernestii	0010000
Astragalus_ertterae	0000100
Astragalus_erubescens	0100000
Astragalus_ervoides	0000100
Astragalus_erwinii-gaubae	0100000
Astragalus_erythrolepis	0100000
Astragalus_erythrosemius	0110000
Astragalus_esperanzae	0000100
Astragalus_euchlorus	0010000
Astragalus_eucosmus	0000110
Astragalus_eugenii	0100000
Astragalus_eupeplus	0000100
Astragalus_eurekensis	0000100
Astragalus_eurylobus	0000100
Astragalus_eusarathron	0100000
Astragalus_exasperatus	0100000
Astragalus_exscapus	0100010
Astragalus_fabaceus	0100000
Astragalus_fabrisii	0000001
Astragalus_falcatus	0100110
Astragalus_falciformis	1000100
Astragalus_falcigerus	0100000
Astragalus_falconeri	0110000
Astragalus_famatinae	0000001
Astragalus_fangensis	0010000
Astragalus_fastidius	0000100
Astragalus_faurei	1000000
Astragalus_fedtschenkoanus	0100000
Astragalus_feensis	0000100
Astragalus_fenzelianus	0010000
Astragalus_ferganensis	0100000
Astragalus_fialae	0100010
Astragalus_filicaulis	0110000
Astragalus_filiformis	0110010
Astragalus_filipes	0000100
Astragalus_firuzkuhensis	0100000
Astragalus_fissuralis	0100000
Astragalus_flavocreatus	0000001
Astragalus_flavus	0000100
Astragalus_flexicaulis	0100000
Astragalus_flexuosus	0000100
Astragalus_flexus	0100000
Astragalus_floridulus	0010000
Astragalus_floridus	0010000
Astragalus_follicularis	0100000
Astragalus_forrestii	0010000
Astragalus_fragiferus	0100000
Astragalus_fragrans	0100000
Astragalus_francisquitensis	0000100
Astragalus_franziskae	0100000
Astragalus_fraxinifolius	0100100
Astragalus_freitagii	0100000
Astragalus_freynii	0100000
Astragalus_frickii	0100000
Astragalus_fridae	0100000
Astragalus_frigidus	0100010
Astragalus_froedinii	1000000
Astragalus_fruticosus	0100010
Astragalus_fucatus	0000100
Astragalus_fuhsii	0100000
Astragalus_fuliginosus	0100000
Astragalus_funereus	0000100
Astragalus_galactites	0110010
Astragalus_galegiformis	0100000
Astragalus_galiifolius	0100000
Astragalus_gambelianus	0000100
Astragalus_garbancillo	0000001
Astragalus_gaubae	0100000
Astragalus_gebleri	0100110
Astragalus_geminiflorus	0000001
Astragalus_geniculatus	1000000
Astragalus_gentryi	0000100
Astragalus_georgii	0100000
Astragalus_germaini	0000001
Astragalus_geyeri	0000100
Astragalus_gibbsii	0000100
Astragalus_giganteus	0000100
Astragalus_gilensis	0000100
Astragalus_gilgitensis	0010000
Astragalus_gilmanii	0000100
Astragalus_glabellus	0000100
Astragalus_gladiatus	0000010
Astragalus_glaucacanthos	0100000
Astragalus_glaucus	0100010
Astragalus_glaux	1000010
Astragalus_globiceps	0100000
Astragalus_glomeratus	0000010
Astragalus_glumaceus	0100000
Astragalus_glycyphylloides	0100010
Astragalus_glycyphyllos	0100110
Astragalus_goktschaicus	0100000
Astragalus_goldmanii	0000100
Astragalus_golmuensis	0010000
Astragalus_gombo	1000000
Astragalus_gompholobium	0100000
Astragalus_goniatus	0000100
Astragalus_gorczakovskii	0000010
Astragalus_gorodkovii	0000010
Astragalus_gracilidentatus	0100000
Astragalus_gracilipes	0110000
Astragalus_gracilis	0000100
Astragalus_graecus	0000010
Astragalus_grahamianus	0010000
Astragalus_grammocalyx	0100000
Astragalus_granitovii	0100000
Astragalus_graveolens	0110000
Astragalus_grayi	0000100
Astragalus_greggii	0000100
Astragalus_griffithii	0100000
Astragalus_griseus	0100000
Astragalus_groetzbachii	0100000
Astragalus_grubovii	0110000
Astragalus_gruinus	0000100
Astragalus_guatemalensis	0000100
Astragalus_gudrunensis	0100000
Astragalus_gueldenstaedtiae	0100000
Astragalus_guttatus	0100010
Astragalus_gymnopodus	0100000
Astragalus_gypsodes	0000100
Astragalus_habamontis	0010000
Astragalus_haesitabundus	0100000
Astragalus_hajastanus	0100000
Astragalus_hallii	0000100
Astragalus_hamiltonii	0000100
Astragalus_hamosus	1100010
Astragalus_hamrinensis	0100000
Astragalus_hancockii	0000010
Astragalus_handelii	0010000
Astragalus_harbisonii	0000100
Astragalus_harpilobus	1100000
Astragalus_harpocarpus	0100000
Astragalus_harringtonii	0000100
Astragalus_harrisonii	0000100
Astragalus_hartmanii	0000100
Astragalus_hartwegii	0000100
Astragalus_hauarensis	1100000
Astragalus_havianus	0010000
Astragalus_helleri	0000100
Astragalus_helmii	0100010
Astragalus_hemiphaca	0100000
Astragalus_hemsleyi	0100000
Astragalus_henryi	0010000
Astragalus_heptapotamicus	0100000
Astragalus_herbertii	0100000
Astragalus_heterodontus	0110000
Astragalus_heydei	0010000
Astragalus_hidalgensis	0000100
Astragalus_himalayanus	0010000
Astragalus_hintonii	0000100
Astragalus_hirsutus	0100000
Astragalus_hirtus	0100000
Astragalus_hispanicus	0000010
Astragalus_hispidulus	1100000
Astragalus_hoantchy	0010000
Astragalus_hoffmeisteri	0110000
Astragalus_hohenackeri	0100000
Astragalus_holmgreniorum	0000100
Astragalus_hololeios	0100000
Astragalus_hololeucoides	0100000
Astragalus_holophyllus	0100000
Astragalus_holosemius	0100000
Astragalus_hoodianus	0000100
Astragalus_hornii	0000100
Astragalus_horridus	0100000
Astragalus_howellii	0000100
Astragalus_huiningensis	0010000
Astragalus_humifusus	0100010
Astragalus_humilis	0100000
Astragalus_humillimus	0000100
Astragalus_humistratus	0000100
Astragalus_huthianus	0100000
Astragalus_hyalolepis	0100000
Astragalus_hymenocalyx	0100000
Astragalus_hymenocystis	0100000
Astragalus_hymenostegis	0100000
Astragalus_hypogaeus	0100000
Astragalus_hypoglottis	1000010
Astragalus_hypoleucus	0000100
Astragalus_hypoxylus	0000100
Astragalus_hypsogenus	0000001
Astragalus_hyrcanus	0100000
Astragalus_ibrahimianus	1000000
Astragalus_icmadophilus	0100000
Astragalus_idaeus	0000010
Astragalus_idrietorum	0000100
Astragalus_iljinii	0100000
Astragalus_illinii	0000001
Astragalus_imitensis	0010000
Astragalus_impexus	0100000
Astragalus_inaequalifolius	0100100
Astragalus_incanus	1000010
Astragalus_incertus	0100000
Astragalus_infestus	0110000
Astragalus_inflexus	0000100
Astragalus_inopinatus	0100010
Astragalus_insularis	0000100
Astragalus_intarrensis	0100000
Astragalus_intercedens	0100000
Astragalus_inversus	0000100
Astragalus_inyoensis	0000100
Astragalus_iodanthus	0000100
Astragalus_iodopetalus	0000100
Astragalus_ionae	0100000
Astragalus_irinaea	0100000
Astragalus_iselyi	0000100
Astragalus_ishigensis	0000010
Astragalus_ishkamishensis	0100000
Astragalus_isphairamicus	0100000
Astragalus_jabbor-khailii	0100000
Astragalus_jaegerianus	0000100
Astragalus_jagnobicus	0100000
Astragalus_jaliscensis	0000100
Astragalus_jaxarticus	0100000
Astragalus_jejunus	0000100
Astragalus_jesdianus	0100000
Astragalus_jessenii	0100000
Astragalus_jiuquanensis	0010000
Astragalus_jodostachys	0100000
Astragalus_jodotropis	0100000
Astragalus_joergensenii	0000001
Astragalus_johannis-howellii	0000100
Astragalus_johannis	0100000
Astragalus_johnstonii	0010000
Astragalus_jolderensis	0100000
Astragalus_junatovii	0010000
Astragalus_juratzkanus	0100000
Astragalus_kabadianus	0100000
Astragalus_kaghysmani	0100000
Astragalus_kahiricus	1110000
Astragalus_karakugensis	0100000
Astragalus_karelinianus	0100010
Astragalus_karkarensis	0100000
Astragalus_kashmirensis	0010000
Astragalus_kaufmannii	0100010
Astragalus_kavirensis	0100000
Astragalus_kazbeki	0100000
Astragalus_kentrophyta	0000100
Astragalus_kerkukiensis	0100000
Astragalus_kermanschahensis	0100000
Astragalus_kerrii	0000100
Astragalus_kessleri	0100000
Astragalus_khaneradarensis	0100000
Astragalus_khasianus	0010000
Astragalus_khoshjailensis	0100000
Astragalus_khwaja-muhammadensis	0100000
Astragalus_kialensis	0010000
Astragalus_kifonsanicus	0010000
Astragalus_kirilovii	0100000
Astragalus_kirpicznikovii	0100000
Astragalus_kirrindicus	0100000
Astragalus_knightii	0000100
Astragalus_kohrudicus	0100000
Astragalus_kolymensis	0000010
Astragalus_korovinianus	0000100
Astragalus_kralikii	1000000
Astragalus_kronenburgii	0100000
Astragalus_kudrjaschovii	0100000
Astragalus_kungurensis	0000010
Astragalus_kunlunensis	0100000
Astragalus_kuramensis	0110000
Astragalus_kurtschumensis	0100010
Astragalus_kuschakewiczi	0110000
Astragalus_kuschkensis	0110000
Astragalus_kustanaicus	0100000
Astragalus_laccoliticus	0000100
Astragalus_lacei	0010000
Astragalus_laceratus	0100000
Astragalus_lacteus	0000010
Astragalus_laetus	0100000
Astragalus_lagopoides	0100000
Astragalus_laguriformis	0100000
Astragalus_laguroides	0100010
Astragalus_lalesarensis	0100000
Astragalus_lambinonii	0100000
Astragalus_lamondiae	0100000
Astragalus_lancearius	0000100
Astragalus_lanuginosus	0100100
Astragalus_laricus	0100000
Astragalus_lasioglottis	0100000
Astragalus_lasiopetalus	0100000
Astragalus_lasiophyllus	0100000
Astragalus_lasiosemius	0110000
Astragalus_laspurensis	0010000
Astragalus_latifolius	0110000
Astragalus_latiunguiculatus	0010000
Astragalus_laxmannii	0110110
Astragalus_layneae	0000100
Astragalus_leansanicus	0010000
Astragalus_ledinghamii	0100000
Astragalus_legionensis	0000100
Astragalus_lehmannianus	0100000
Astragalus_leibergii	0000100
Astragalus_leiophyllus	0100000
Astragalus_leiosemius	0100000
Astragalus_lemmonii	0000100
Astragalus_lentiformis	0000100
Astragalus_lentiginosus	0000100
Astragalus_leontinus	0000010
Astragalus_lepsensis	0100000
Astragalus_leptaleus	0000100
Astragalus_leptocarpus	0000100
Astragalus_leptocaulis	0100000
Astragalus_leptophysus	0100000
Astragalus_leptus	0110000
Astragalus_lessertioides	1010000
Astragalus_leucocephalus	0010000
Astragalus_leucocladus	0100000
Astragalus_leucolobus	0000100
Astragalus_levieri	0100000
Astragalus_levitubus	0010000
Astragalus_licentianus	0010000
Astragalus_lilacinus	0100000
Astragalus_limariensis	0000001
Astragalus_limnocharis	0000100
Astragalus_limprichtii	0110000
Astragalus_lindheimeri	0000100
Astragalus_lineatus	0100000
Astragalus_linifolius	0000100
Astragalus_lipskyi	0100000
Astragalus_lithophilus	0100000
Astragalus_littoralis	0000100
Astragalus_loanus	0000100
Astragalus_lonchocarpus	0000100
Astragalus_longidentatus	1000010
Astragalus_longilobus	0010000
Astragalus_longipetalus	0100000
Astragalus_longipetiolatus	0001000
Astragalus_longissimus	0000100
Astragalus_longistipitatus	0100000
Astragalus_looseri	0000001
Astragalus_lorinserianus	0100000
Astragalus_lotiflorus	0000100
Astragalus_lucidus	0010000
Astragalus_lumsdenianus	0100000
Astragalus_lunatus	0100000
Astragalus_lupulinus	0100010
Astragalus_lurorum	0100000
Astragalus_luteolus	0010000
Astragalus_lutosus	0000100
Astragalus_luxurians	0100000
Astragalus_lyallii	0000100
Astragalus_lycioides	0100000
Astragalus_lyonnetii	0000100
Astragalus_maassoumii	0100000
Astragalus_mackewiczii	0100000
Astragalus_macrobotrys	0100000
Astragalus_macrocephalus	0100000
Astragalus_macroceras	0100010
Astragalus_macrodon	0000100
Astragalus_macronyx	0100000
Astragalus_macropelmatus	0100000
Astragalus_macropetalus	0100000
Astragalus_macropodium	0100000
Astragalus_macropterus	0110000
Astragalus_macropus	0100010
Astragalus_macrosemius	0100000
Astragalus_macrostachys	0100000
Astragalus_macrotrichus	0100000
Astragalus_macrotropis	0100100
Astragalus_macrourus	0100000
Astragalus_magdalenae	0000100
Astragalus_magellanicus	0000001
Astragalus_mahoschanicus	0110000
Astragalus_mailiensis	0100000
Astragalus_maireanus	1000000
Astragalus_majevskianus	0100000
Astragalus_malacoides	0000100
Astragalus_malacus	0000100
Astragalus_managildensis	0100000
Astragalus_mangeri	0110000
Astragalus_manucehrii	0100000
Astragalus_mareoticus	1000000
Astragalus_marianus	0000100
Astragalus_marinus	0010010
Astragalus_mario-sousae	0000100
Astragalus_maritimus	0000001
Astragalus_maroccanus	1000000
Astragalus_masenderanus	0100000
Astragalus_matiensis	0010000
Astragalus_mattam	0010000
Astragalus_maurorum	1000000
Astragalus_maurus	1000000
Astragalus_maximowiczii	0100000
Astragalus_maxwellii	0010000
Astragalus_mayeri	0000010
Astragalus_medius	0100100
Astragalus_megacarpus	0000100
Astragalus_megalanthus	0100000
