"guid","eventDate","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","scientificName","order","genus","specificEpithet","validName","match","source","x"
"2299798945",NA,NA,"37.348754","-2.833303","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798174",NA,NA,"37.352476","-2.867858","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799127",NA,NA,"36.90586","-2.799081","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798597",NA,NA,"37.35085","-2.836167","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798836",NA,NA,"36.940593","-2.855287","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798612",NA,NA,"36.906615","-2.826334","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797653",NA,NA,"37.119376","-3.438016","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798657",NA,NA,"37.354799","-2.850623","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798667",NA,NA,"36.906457","-2.811876","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799232",NA,NA,"36.884094","-2.801921","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798545",NA,NA,"36.916675","-2.852728","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798315",NA,NA,"37.358397","-2.875436","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798643",NA,NA,"36.868021","-2.837652","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797190",NA,NA,"37.075063","-3.470644","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797846",NA,NA,"37.342405","-2.85111","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798550",NA,NA,"37.124866","-3.417784","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798679",NA,NA,"37.125241","-3.43143","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798801",NA,NA,"36.883003","-2.801397","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798996",NA,NA,"36.940709","-2.788512","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798715",NA,NA,"36.884476","-2.803805","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798782",NA,NA,"37.349475","-2.833076","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797581",NA,NA,"37.086895","-3.476129","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798316",NA,NA,"37.34112","-2.827258","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797913",NA,NA,"37.118989","-3.442538","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797360",NA,NA,"37.362697","-2.894051","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798498",NA,NA,"37.078289","-3.473128","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798004",NA,NA,"37.37845","-2.912225","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798443",NA,NA,"36.888808","-2.812795","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798912",NA,NA,"36.906176","-2.816333","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798016",NA,NA,"37.121778","-3.431883","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797923",NA,NA,"37.358648","-2.843941","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798904",NA,NA,"37.351348","-2.831446","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799130",NA,NA,"36.940064","-2.790625","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798796",NA,NA,"36.901918","-2.839152","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798573",NA,NA,"36.905296","-2.858014","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798325",NA,NA,"36.906762","-2.804871","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799546",NA,NA,"36.917416","-2.804137","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797781",NA,NA,"37.116627","-3.427971","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799274",NA,NA,"36.889292","-2.816542","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798039",NA,NA,"37.030645","-3.487505","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797834",NA,NA,"37.137689","-3.426693","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799393",NA,NA,"37.356698","-2.848496","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798050",NA,NA,"37.350442","-2.834745","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798345",NA,NA,"37.078719","-3.471589","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798237",NA,NA,"37.355","-2.86074","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798630",NA,NA,"36.897499","-2.77661","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798580",NA,NA,"36.905489","-2.783367","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797740",NA,NA,"36.936941","-2.854362","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799406",NA,NA,"36.911494","-2.799145","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799017",NA,NA,"36.891523","-2.813293","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799131",NA,NA,"36.923186","-2.82807","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797784",NA,NA,"37.346387","-2.829267","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798357",NA,NA,"37.749456","-3.467243","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797592",NA,NA,"37.12416","-3.431143","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799310",NA,NA,"36.910056","-2.781176","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798217",NA,NA,"37.355947","-2.860569","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798878",NA,NA,"36.891428","-2.816492","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799044",NA,NA,"36.88777","-2.817286","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299796811",NA,NA,"37.030399","-3.48811","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799618",NA,NA,"36.888968","-2.794793","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798140",NA,NA,"37.359169","-2.881002","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799539",NA,NA,"36.939718","-2.793489","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798809",NA,NA,"37.356478","-2.838729","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797718",NA,NA,"37.080557","-3.44614","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797542",NA,NA,"37.118314","-3.4252","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799545",NA,NA,"37.347363","-2.824489","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798840",NA,NA,"36.897221","-2.808408","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798578",NA,NA,"36.909934","-2.870421","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799359",NA,NA,"36.940593","-2.789051","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798479",NA,NA,"37.321231","-2.850554","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799073",NA,NA,"36.919878","-2.799415","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799001",NA,NA,"36.904459","-2.782068","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799825",NA,NA,"36.935426","-2.793299","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799156",NA,NA,"36.909014","-2.809625","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798520",NA,NA,"37.127033","-3.431947","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798623",NA,NA,"37.353964","-2.861205","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799353",NA,NA,"36.927986","-2.8021","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142780084",NA,"regni Granatensis, S. Nevada pr. Guejar","37.1787600521755","-3.39114752618095","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142795682",NA,"Aragon. austr., S. de Javalambre","40.1388403490874","-0.951149561894376","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1143247391",NA,"Sector de la Alta Alcarria","40.8788345125542","-2.98120273462495","707","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142677956",NA,"Alto del Castillo, abajo de Padilla de Hita","40.8688341981841","-2.99120274598467","707","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142659778",NA,"La Puebla de Valverde, Sierra de Javalambre, vertiente del Barranco de los Corrales de RedÃ³n, junto Camino de la Sierra","40.0988394323579","-0.961149067027106","707","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142795645",NA,"Serrania de Cuenca, pr. Garaballo","39.7788282780968","-1.42115264336179","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142797724",NA,"prov. Guadalajara, en el Rincon de Orea","40.6088293341512","-2.941197033199","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"217814228",NA,"Berja, Sierra de GÃ¡dor","36.9087611092656","-2.8311328071808","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"217814255",NA,"Santo Domingo de las Posadas, arroyo de los Diezgos","40.7788151747193","-4.60123204319894","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"217814160",NA,"Orea, proximidades de las parideras del Losar","40.5288403254571","-1.73117188303982","707","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"217814241",NA,"MingorrÃ­a, arroyo Pasadero","40.76881367884","-4.72123413282424","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142652443",NA,"Sedella, La Maroma, cara S","36.8987488357643","-4.03115498929178","707","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1142780072",NA,"regni Granatensis, Sierra de Elvira","37.2687581415037","-3.73115528910097","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"217814260",NA,"Sierra Nevada, subida al Trevenque","37.0887573054345","-3.51114834276869","7071","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"1143121865",NA,"La Puebla de Valverde, pr. El Chaparral","40.0688389247092","-0.951148348703507","707","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299800070",NA,NA,"36.940889","-2.788028","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799791",NA,NA,"36.909054","-2.790777","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798255",NA,NA,"36.904502","-2.801128","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797673",NA,NA,"37.084343","-3.469498","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798119",NA,NA,"37.323985","-3.524428","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798900",NA,NA,"36.90475","-2.798635","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799174",NA,NA,"37.352801","-2.839222","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799288",NA,NA,"36.886291","-2.789919","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797947",NA,NA,"37.115326","-3.426252","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799052",NA,NA,"36.903064","-2.833425","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798814",NA,NA,"36.932954","-2.838233","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797785",NA,NA,"37.120527","-3.431358","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799338",NA,NA,"36.913644","-2.79118","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797728",NA,NA,"37.071623","-3.465122","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798707",NA,NA,"37.343168","-2.834987","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798877",NA,NA,"36.882379","-2.795002","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798857",NA,NA,"36.921005","-2.822282","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799106",NA,NA,"36.908892","-2.812106","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799248",NA,NA,"36.903723","-2.804216","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797633",NA,NA,"37.122243","-3.44276","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798292",NA,NA,"37.086177","-3.473177","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798678",NA,NA,"37.075418","-3.476474","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798534",NA,NA,"37.353792","-2.860132","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798470",NA,NA,"36.906659","-2.81411","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798099",NA,NA,"36.890734","-2.816258","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797873",NA,NA,"37.029617","-3.487532","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798887",NA,NA,"36.894527","-2.809493","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798869",NA,NA,"36.936625","-2.793105","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799828",NA,NA,"36.889503","-2.801761","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798399",NA,NA,"37.120563","-3.421441","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798763",NA,NA,"36.904724","-2.80445","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798602",NA,NA,"37.136264","-3.426786","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798937",NA,NA,"37.359209","-2.845295","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299800044",NA,NA,"36.936984","-2.792318","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798509",NA,NA,"36.922084","-2.826602","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799244",NA,NA,"36.912664","-2.820415","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798615",NA,NA,"36.866858","-2.837206","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798190",NA,NA,"37.127217","-3.4334","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797835",NA,NA,"37.340171","-2.825408","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798208",NA,NA,"37.356509","-2.888921","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798134",NA,NA,"36.913774","-2.809882","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798906",NA,NA,"36.90324","-2.801187","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798355",NA,NA,"36.870402","-2.838534","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798874",NA,NA,"37.343653","-2.820986","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797088",NA,NA,"37.116123","-3.430365","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798772",NA,NA,"36.892416","-2.802887","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799082",NA,NA,"36.909501","-2.783187","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798142",NA,NA,"37.031155","-3.488273","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799340",NA,NA,"36.930983","-2.793603","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798626",NA,NA,"37.326829","-2.858365","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798778",NA,NA,"36.891801","-2.81813","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799263",NA,NA,"36.899724","-2.806415","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799113",NA,NA,"36.905465","-2.794996","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797696",NA,NA,"37.084234","-3.469801","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799015",NA,NA,"37.112298","-3.433675","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797826",NA,NA,"37.026943","-3.486705","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798082",NA,NA,"37.35272","-2.868614","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798633",NA,NA,"37.027148","-3.482873","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798500",NA,NA,"37.343171","-2.85086","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799696",NA,NA,"36.937813","-2.792102","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798058",NA,NA,"37.095756","-3.455378","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798321",NA,NA,"37.084281","-3.46925","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797862",NA,NA,"37.134146","-3.429263","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798608",NA,NA,"36.902286","-2.813436","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798423",NA,NA,"37.114436","-3.433203","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798095",NA,NA,"37.124449","-3.443257","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798334",NA,NA,"37.133136","-3.426746","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797304",NA,NA,"37.176064","-3.394894","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798079",NA,NA,"37.082972","-3.462795","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798938",NA,NA,"36.916544","-2.794967","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799501",NA,NA,"37.342918","-2.824104","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798663",NA,NA,"36.907418","-2.814938","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798166",NA,NA,"36.906315","-2.866656","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798529",NA,NA,"36.930824","-2.850095","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798745",NA,NA,"37.35689","-2.858071","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797535",NA,NA,"37.119194","-3.440953","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797655",NA,NA,"36.941607","-2.883339","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797110",NA,NA,"37.117115","-3.430157","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799081",NA,NA,"37.113049","-3.432847","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799919",NA,NA,"36.891544","-2.804169","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798244",NA,NA,"37.346551","-2.830553","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299798076",NA,NA,"37.354641","-2.854067","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299799351",NA,NA,"36.940529","-2.793308","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
"2299797839",NA,NA,"36.885612","-2.861507","1","Astragalus granatensis Lam.","Fabales","Astragalus","granatensis","Astracantha granatensis","Syn","gbif",NA
