Astragalus_polyphyllus	7
Astragalus_kurtschumensis	6
Astragalus_intarrensis	6
Astragalus_neolipskyanus	6
Astragalus_penduliflorus	6
Astragalus_famatinae	6
Astragalus_idaeus	6
Astragalus_cryptanthus	16
Astragalus_schistosus	24
Astragalus_kabadianus	5
Oxytropis_exserta	3
Astragalus_peckii	15
Astragalus_paposanus	16
Astragalus_ceramicus	5
Astragalus_ernestii	18
Astragalus_sardaimionensis	7
Astragalus_lagopoides	6
Astragalus_umbraticus	6
Astragalus_mirabilis	16
Astragalus_aksuensis	6
Astragalus_uraniolimneus	6
Astragalus_cuyanus	24
Astragalus_tehuelches	24
Astragalus_brandegeei	18
Astracantha_denudata	6
Astragalus_howellii	15
Astragalus_borodinii	6
Astragalus_thurberi	5
Astragalus_lessertioides	6
Astragalus_zohrabi	6
Astragalus_substipitatus	5
Astragalus_batangensis	16
Astragalus_tennesseensis	18
Astragalus_salsugineus	15
Astragalus_pulviniformis	24
Astragalus_subumbellatus	5
Astragalus_diphacus	16
Astragalus_ammodytes	1
Astragalus_brachyodontus	16
Astragalus_domeykoanus	24
Astragalus_lurorum	5
Astragalus_achundovii	6
Astragalus_lacei	24
Astragalus_coriaceus	16
Astragalus_xiphidium	6
Oxytropis_tianschanica	8
Astragalus_phlomoides	24
Astragalus_durandianus	5
Astragalus_caprinus	16
Astragalus_urceolatus	18
Astragalus_canadensis	18
Astragalus_mangeri	5
Astragalus_cymbicarpos	6
Astragalus_pseudoborodinii	6
Astragalus_leiosemius	24
Astragalus_verticillatus	3
Astragalus_asymmetricus	15
Astragalus_flexus	26
Astragalus_peterae	16
Astragalus_anserinus	5
Astragalus_eurekensis	15
Astragalus_polozhiae	15
Astragalus_conspicuus	5
Astragalus_multiceps	6
Astragalus_podocarpus	8
Astragalus_eremiticus	15
Astragalus_stalinskyi	6
Astragalus_cimae	18
Astragalus_tortuosus	5
Astragalus_denticulatus	5
Astragalus_eucosmus	6
Astragalus_reventiformis	15
Astragalus_patagonicus	24
Astragalus_gilgitensis	6
Astragalus_kunlunensis	5
Astragalus_bezudensis	5
Astragalus_atwoodii	18
Astragalus_ovigerus	5
Astragalus_campylotrichus	24
Astragalus_spatulatus	15
Astragalus_holmgreniorum	18
Astragalus_graveolens	6
Oxytropis_jordalii	6
Astragalus_iselyi	5
Astragalus_odoratus	6
Astragalus_harrisonii	5
Astragalus_misellus	15
Astragalus_sesquiflorus	5
Oxytropis_albana	6
Astragalus_jiuquanensis	6
Astragalus_cytisoides	5
Astragalus_kralikii	16
Astragalus_triflorus	16
Astragalus_boeticus	18
Astragalus_goldmanii	24
Astragalus_vulpinus	15
Astragalus_macropterus	6
Astragalus_diminutivus	6
Astragalus_uniflorus	6
Astragalus_khoshjailensis	16
Astragalus_shelkovnikovii	6
Astragalus_gorodkovii	6
Astragalus_cognatus	15
Astragalus_basineri	6
Astragalus_miser	7
Astragalus_salmonis	15
Astragalus_angarensis	6
Astragalus_yunnanensis	16
Astragalus_schmalhausenii	5
Astragalus_monanthemus	24
Oxytropis_oreophila	7
Astragalus_caroli-henrici	24
Astragalus_leucolobus	15
Astragalus_megalanthus	7
Astragalus_setosulus	6
Astragalus_biebersteinii	6
Astragalus_ornithopodioides	6
Astragalus_desperatus	5
Astragalus_viridis	6
Astragalus_sinicus	6
Astragalus_tremolsianus	16
Astragalus_melanodon	6
Astragalus_pseudojohannis	24
Astragalus_psilocentros	6
Astragalus_atropubescens	15
Astragalus_vaccarum	24
Astragalus_sesamoides	5
Astragalus_adanus	15
Astragalus_distortus	18
Astragalus_gaubae	24
Astragalus_luteolus	18
Astragalus_hypsogenus	6
Astragalus_kungurensis	1
Astragalus_calliphysa	24
Astragalus_euchlorus	6
Astragalus_galegiformis	6
Astragalus_limprichtii	6
Astragalus_layneae	5
Astragalus_racemosus	15
Astragalus_basiflorus	5
Astragalus_limnocharis	7
Astragalus_egglestonii	18
Astragalus_neobarnebyanus	24
Astragalus_cremnophylax	5
Astragalus_lancearius	5
Astragalus_discernendus	5
Astragalus_debequaeus	5
Astragalus_callistachys	24
Astragalus_puniceus	15
Astragalus_parvus	5
Astragalus_solitarius	6
Astragalus_chionobiiformis	16
Astragalus_speirocarpus	15
Oxytropis_czukotica	8
Astragalus_brachycarpus	6
Astragalus_dielsii	6
Astragalus_sikkimensis	18
Astragalus_monticola	24
Astragalus_sutchuenensis	6
Astragalus_hymenocystis	24
Astragalus_casapaltensis	6
Astragalus_soxmaniorum	18
Astragalus_beketowi	6
Astragalus_sedaensis	16
Astragalus_isphairamicus	7
Astragalus_schmolliae	18
Astragalus_aboriginum	6
Astragalus_welshii	7
Astragalus_lacteus	6
Astragalus_scaphoides	15
Astragalus_bellus	24
Astragalus_alvordensis	6
Astracantha_diphtherites	24
Astragalus_eriocarpus	6
Astragalus_sangimashensis	5
Astragalus_khasianus	18
Astragalus_bisulcatus	15
Astragalus_vesicarius	6
Astragalus_balearicus	6
Astragalus_deanei	24
Astragalus_megalomerus	6
Astragalus_amphioxys	5
Astragalus_trichopodus	18
Astragalus_loanus	15
Astragalus_unifoliolatus	6
Astragalus_micromerius	6
Astragalus_owirensis	6
Astragalus_spinescens	5
Astragalus_oroproselius	24
