Astragalus_polyphyllus	chernozems
Astragalus_kurtschumensis	cambisols
Astragalus_intarrensis	cambisols
Astragalus_neolipskyanus	cambisols
Astragalus_penduliflorus	cambisols
Astragalus_famatinae	cambisols
Astragalus_idaeus	cambisols
Astragalus_cryptanthus	leptosols
Astragalus_schistosus	regosols
Astragalus_kabadianus	calcisols
Oxytropis_exserta	andosols
Astragalus_peckii	kastanozems
Astragalus_paposanus	leptosols
Astragalus_ceramicus	calcisols
Astragalus_ernestii	luvisols
Astragalus_sardaimionensis	chernozems
Astragalus_lagopoides	cambisols
Astragalus_umbraticus	cambisols
Astragalus_mirabilis	leptosols
Astragalus_aksuensis	cambisols
Astragalus_uraniolimneus	cambisols
Astragalus_cuyanus	regosols
Astragalus_tehuelches	regosols
Astragalus_brandegeei	luvisols
Astracantha_denudata	cambisols
Astragalus_howellii	kastanozems
Astragalus_borodinii	cambisols
Astragalus_thurberi	calcisols
Astragalus_lessertioides	cambisols
Astragalus_zohrabi	cambisols
Astragalus_substipitatus	calcisols
Astragalus_batangensis	leptosols
Astragalus_tennesseensis	luvisols
Astragalus_salsugineus	kastanozems
Astragalus_pulviniformis	regosols
Astragalus_subumbellatus	calcisols
Astragalus_diphacus	leptosols
Astragalus_ammodytes	albeluvisols
Astragalus_brachyodontus	leptosols
Astragalus_domeykoanus	regosols
Astragalus_lurorum	calcisols
Astragalus_achundovii	cambisols
Astragalus_lacei	regosols
Astragalus_coriaceus	leptosols
Astragalus_xiphidium	cambisols
Oxytropis_tianschanica	cryosols
Astragalus_phlomoides	regosols
Astragalus_durandianus	calcisols
Astragalus_caprinus	leptosols
Astragalus_urceolatus	luvisols
Astragalus_canadensis	luvisols
Astragalus_mangeri	calcisols
Astragalus_cymbicarpos	cambisols
Astragalus_pseudoborodinii	cambisols
Astragalus_leiosemius	regosols
Astragalus_verticillatus	andosols
Astragalus_asymmetricus	kastanozems
Astragalus_flexus	solonetz
Astragalus_peterae	leptosols
Astragalus_anserinus	calcisols
Astragalus_eurekensis	kastanozems
Astragalus_polozhiae	kastanozems
Astragalus_conspicuus	calcisols
Astragalus_multiceps	cambisols
Astragalus_podocarpus	cryosols
Astragalus_eremiticus	kastanozems
Astragalus_stalinskyi	cambisols
Astragalus_cimae	luvisols
Astragalus_tortuosus	calcisols
Astragalus_denticulatus	calcisols
Astragalus_eucosmus	cambisols
Astragalus_reventiformis	kastanozems
Astragalus_patagonicus	regosols
Astragalus_gilgitensis	cambisols
Astragalus_kunlunensis	calcisols
Astragalus_bezudensis	calcisols
Astragalus_atwoodii	luvisols
Astragalus_ovigerus	calcisols
Astragalus_campylotrichus	regosols
Astragalus_spatulatus	kastanozems
Astragalus_holmgreniorum	luvisols
Astragalus_graveolens	cambisols
Oxytropis_jordalii	cambisols
Astragalus_iselyi	calcisols
Astragalus_odoratus	cambisols
Astragalus_harrisonii	calcisols
Astragalus_misellus	kastanozems
Astragalus_sesquiflorus	calcisols
Oxytropis_albana	cambisols
Astragalus_jiuquanensis	cambisols
Astragalus_cytisoides	calcisols
Astragalus_kralikii	leptosols
Astragalus_triflorus	leptosols
Astragalus_boeticus	luvisols
Astragalus_goldmanii	regosols
Astragalus_vulpinus	kastanozems
Astragalus_macropterus	cambisols
Astragalus_diminutivus	cambisols
Astragalus_uniflorus	cambisols
Astragalus_khoshjailensis	leptosols
Astragalus_shelkovnikovii	cambisols
Astragalus_gorodkovii	cambisols
Astragalus_cognatus	kastanozems
Astragalus_basineri	cambisols
Astragalus_miser	chernozems
Astragalus_salmonis	kastanozems
Astragalus_angarensis	cambisols
Astragalus_yunnanensis	leptosols
Astragalus_schmalhausenii	calcisols
Astragalus_monanthemus	regosols
Oxytropis_oreophila	chernozems
Astragalus_caroli-henrici	regosols
Astragalus_leucolobus	kastanozems
Astragalus_megalanthus	chernozems
Astragalus_setosulus	cambisols
Astragalus_biebersteinii	cambisols
Astragalus_ornithopodioides	cambisols
Astragalus_desperatus	calcisols
Astragalus_viridis	cambisols
Astragalus_sinicus	cambisols
Astragalus_chaetodon
Astragalus_tremolsianus	leptosols
Astragalus_melanodon	cambisols
Astragalus_pseudojohannis	regosols
Astragalus_psilocentros	cambisols
Astragalus_atropubescens	kastanozems
Astragalus_vaccarum	regosols
Astragalus_sesamoides	calcisols
Astragalus_adanus	kastanozems
Astragalus_distortus	luvisols
Astragalus_gaubae	regosols
Astragalus_luteolus	luvisols
Astragalus_hypsogenus	cambisols
Astragalus_kungurensis	albeluvisols
Astragalus_calliphysa	regosols
Astragalus_euchlorus	cambisols
Astragalus_galegiformis	cambisols
Astragalus_limprichtii	cambisols
Astragalus_layneae	calcisols
Astragalus_racemosus	kastanozems
Astragalus_basiflorus	calcisols
Astragalus_limnocharis	chernozems
Astragalus_egglestonii	luvisols
Astragalus_neobarnebyanus	regosols
Astragalus_cremnophylax	calcisols
Astragalus_lancearius	calcisols
Astragalus_discernendus	calcisols
Astragalus_debequaeus	calcisols
Astragalus_callistachys	regosols
Astragalus_puniceus	kastanozems
Astragalus_parvus	calcisols
Astragalus_solitarius	cambisols
Astragalus_chionobiiformis	leptosols
Astragalus_speirocarpus	kastanozems
Oxytropis_czukotica	cryosols
Astragalus_brachycarpus	cambisols
Astragalus_dielsii	cambisols
Astragalus_sikkimensis	luvisols
Astragalus_monticola	regosols
Astragalus_sutchuenensis	cambisols
Astragalus_hymenocystis	regosols
Astragalus_casapaltensis	cambisols
Astragalus_soxmaniorum	luvisols
Astragalus_beketowi	cambisols
Astragalus_sedaensis	leptosols
Astragalus_isphairamicus	chernozems
Astragalus_schmolliae	luvisols
Astragalus_aboriginum	cambisols
Astragalus_welshii	chernozems
Astragalus_lacteus	cambisols
Astragalus_scaphoides	kastanozems
Astragalus_bellus	regosols
Astragalus_alvordensis	cambisols
Astracantha_diphtherites	regosols
Astragalus_eriocarpus	cambisols
Astragalus_sangimashensis	calcisols
Astragalus_khasianus	luvisols
Astragalus_bisulcatus	kastanozems
Astragalus_vesicarius	cambisols
Astragalus_balearicus	cambisols
Astragalus_deanei	regosols
Astragalus_megalomerus	cambisols
Astragalus_amphioxys	calcisols
Astragalus_trichopodus	luvisols
Astragalus_loanus	kastanozems
Astragalus_unifoliolatus	cambisols
Astragalus_micromerius	cambisols
Astragalus_owirensis	cambisols
Astragalus_spinescens	calcisols
Astragalus_oroproselius	regosols
Astragalus_hartmanii	regosols
Oxytropis_jonesii	calcisols
Astragalus_takhtadzhjanii	leptosols
Astragalus_alopecuroides	cambisols
Astragalus_plattensis	kastanozems
Astragalus_crassifolius	luvisols
Astragalus_coronilla	regosols
Astragalus_inaequalifolius	cambisols
Astragalus_dictamnoides	chernozems
Astragalus_adpressipilosus	cambisols
