Oxytropis_deflexa	19.6072
Astragalus_polyphyllus	20
Astragalus_kurtschumensis	20
Astragalus_intarrensis	17.5
Astragalus_neolipskyanus	35.5
Astragalus_penduliflorus	18.7953
Astragalus_famatinae	8.2
Astragalus_idaeus	17
Astragalus_cryptanthus	5.25
Astragalus_schistosus	11.2
Astragalus_kabadianus	19.5
Oxytropis_exserta	12.2273
Astragalus_peckii	16.75
Astragalus_paposanus	1.83333
Astragalus_ceramicus	32.6754
Astragalus_ernestii	35.1613
Astragalus_sardaimionensis	36.8
Astragalus_lagopoides	25.75
Astragalus_umbraticus	0.185185
Astragalus_mirabilis	10
Astragalus_aksuensis	30.3026
Astragalus_uraniolimneus	15.5714
Astragalus_cuyanus	0
Astragalus_tehuelches	0
Astragalus_brandegeei	19.8889
Astracantha_denudata	23.4167
Astragalus_howellii	29.4848
Astragalus_borodinii	10.2
Astragalus_thurberi	12.4304
Astragalus_lessertioides	9
Astragalus_zohrabi	7.33333
Astragalus_substipitatus	26.5
Astragalus_batangensis	31
Astragalus_tennesseensis	7.16484
Astragalus_salsugineus	26
Astragalus_pulviniformis	0
Astragalus_subumbellatus	36.2308
Astragalus_diphacus	19.8
Astragalus_ammodytes	0
Astragalus_brachyodontus	21.25
Astragalus_domeykoanus	18.2857
Astragalus_lurorum	0
Astragalus_achundovii	16
Astragalus_lacei	2.5
Astragalus_coriaceus	20.7143
Astragalus_xiphidium	12.1429
Oxytropis_tianschanica	21.4
Astragalus_phlomoides	0
Astragalus_durandianus	24.3333
Astragalus_caprinus	1.60887
Astragalus_urceolatus	21
Astragalus_canadensis	15.4186
Astragalus_mangeri	3.66667
Astragalus_cymbicarpos	4.49451
Astragalus_pseudoborodinii	4
Astragalus_leiosemius	25.5
Astragalus_verticillatus	0
Astragalus_asymmetricus	17.7113
Astragalus_flexus	22.0714
Astragalus_peterae	45.1111
Astragalus_anserinus	46.85
Astragalus_eurekensis	36.1892
Astragalus_polozhiae	25.6667
Astragalus_conspicuus	20.6667
Astragalus_multiceps	36.8889
Astragalus_podocarpus	11.5
Astragalus_eremiticus	29.772
Astragalus_stalinskyi	19.75
Astragalus_cimae	6.5
Astragalus_tortuosus	24.25
Astragalus_denticulatus	26
Astragalus_eucosmus	13.147
Astragalus_reventiformis	26.2459
Astragalus_patagonicus	8.64706
Astragalus_gilgitensis	28.25
Astragalus_kunlunensis	11.5
Astragalus_bezudensis	43.125
Astragalus_atwoodii	8
Astragalus_ovigerus	25
Astragalus_campylotrichus	7
Astragalus_spatulatus	50.2535
Astragalus_holmgreniorum	2.35294
Astragalus_graveolens	26.1515
Oxytropis_jordalii	14.6889
Astragalus_iselyi	25.2353
Astragalus_odoratus	23.45
Astragalus_harrisonii	17.2857
Astragalus_misellus	24.2647
Astragalus_sesquiflorus	15.1837
Oxytropis_albana	28.9375
Astragalus_jiuquanensis	8
Astragalus_cytisoides	25.3333
Astragalus_kralikii	5.66667
