Oxytropis_deflexa	85.9753
Astragalus_polyphyllus	35.5
Astragalus_kurtschumensis	33.2
Astragalus_intarrensis	17.5
Astragalus_neolipskyanus	27
Astragalus_penduliflorus	82.1963
Astragalus_famatinae	23.3
Astragalus_idaeus	31.5
Astragalus_cryptanthus	21.25
Astragalus_schistosus	26.4
Astragalus_kabadianus	14
Oxytropis_exserta	100.182
Astragalus_peckii	34.9167
Astragalus_paposanus	17.8
Astragalus_ceramicus	19.1957
Astragalus_ernestii	39.7097
Astragalus_sardaimionensis	26
Astragalus_lagopoides	31
Astragalus_umbraticus	47.5185
Astragalus_mirabilis	31.75
Astragalus_aksuensis	49.4605
Astragalus_uraniolimneus	34.1429
Astragalus_cuyanus	12
Astragalus_tehuelches	14.6667
Astragalus_brandegeei	18.8519
Astracantha_denudata	43.375
Astragalus_howellii	24.2424
Astragalus_borodinii	16.25
Astragalus_thurberi	12.0886
Astragalus_lessertioides	39.2
Astragalus_zohrabi	21.6667
Astragalus_substipitatus	20
Astragalus_batangensis	26.875
Astragalus_tennesseensis	24.8778
Astragalus_salsugineus	21.5
Astragalus_pulviniformis	17.6
Astragalus_subumbellatus	28.5128
Astragalus_diphacus	14.1667
Astragalus_ammodytes	33
Astragalus_brachyodontus	12
Astragalus_domeykoanus	52
Astragalus_lurorum	7
Astragalus_achundovii	12
Astragalus_lacei	7
Astragalus_coriaceus	13.0357
Astragalus_xiphidium	19.7143
Oxytropis_tianschanica	48.4
Astragalus_phlomoides	7
Astragalus_durandianus	12.6667
Astragalus_caprinus	12.939
Astragalus_urceolatus	21
Astragalus_canadensis	47.3641
Astragalus_mangeri	10.6667
Astragalus_cymbicarpos	27.4451
Astragalus_pseudoborodinii	15
Astragalus_leiosemius	13
Astragalus_verticillatus	74
Astragalus_asymmetricus	23.2165
Astragalus_flexus	22.2143
Astragalus_peterae	34.5556
Astragalus_anserinus	16.15
Astragalus_eurekensis	19.9459
Astragalus_polozhiae	30.6667
Astragalus_conspicuus	11.3333
Astragalus_multiceps	39.9444
Astragalus_podocarpus	13.75
Astragalus_eremiticus	17.6678
Astragalus_stalinskyi	27.25
Astragalus_cimae	10.4259
Astragalus_tortuosus	15
Astragalus_denticulatus	13
Astragalus_eucosmus	116.417
Astragalus_reventiformis	30.4098
Astragalus_patagonicus	48.0667
Astragalus_gilgitensis	40.5833
Astragalus_kunlunensis	5.5
Astragalus_bezudensis	23.875
Astragalus_atwoodii	15.8
Astragalus_ovigerus	0
Astragalus_campylotrichus	14.8
Astragalus_spatulatus	24.5546
Astragalus_holmgreniorum	8.70588
Astragalus_graveolens	44
Oxytropis_jordalii	129.301
Astragalus_iselyi	22.2941
Astragalus_odoratus	34.2
Astragalus_harrisonii	12.7857
Astragalus_misellus	27.5294
Astragalus_sesquiflorus	19.8776
Oxytropis_albana	66.1562
Astragalus_jiuquanensis	7.5
Astragalus_cytisoides	18.3333
Astragalus_kralikii	12.8333
Astragalus_triflorus	18.5263
Astragalus_boeticus	33.7941
Astragalus_goldmanii	5.90909
Astragalus_vulpinus	49.8333
Astragalus_macropterus	57.3286
Astragalus_diminutivus	20.5714
Astragalus_uniflorus	50.1154
Astragalus_khoshjailensis	12.3333
Astragalus_shelkovnikovii	25.8333
Astragalus_gorodkovii	36.5
Astragalus_cognatus	21.5
Astragalus_basineri	17.25
