Oxytropis_deflexa	19.2467
Astragalus_polyphyllus	11.5
Astragalus_kurtschumensis	5.4
Astragalus_intarrensis	0.5
Astragalus_neolipskyanus	3.33333
Astragalus_penduliflorus	74.9408
Astragalus_famatinae	1.3
Astragalus_idaeus	3.5
Astragalus_cryptanthus	4.5
Astragalus_schistosus	8.8
Astragalus_kabadianus	0.5
Oxytropis_exserta	33.9091
Astragalus_peckii	13.6667
Astragalus_paposanus	0
Astragalus_ceramicus	10.7637
Astragalus_ernestii	3.32258
Astragalus_sardaimionensis	16.6
Astragalus_lagopoides	12.4643
Astragalus_umbraticus	7.66667
Astragalus_mirabilis	9.5
Astragalus_aksuensis	6.23684
Astragalus_uraniolimneus	17.7143
Astragalus_cuyanus	6
Astragalus_tehuelches	9.33333
Astragalus_brandegeei	12.0185
Astracantha_denudata	20.9583
Astragalus_howellii	9.45455
Astragalus_borodinii	6
Astragalus_thurberi	5.21519
Astragalus_lessertioides	6.2
Astragalus_zohrabi	5.66667
Astragalus_substipitatus	3
Astragalus_batangensis	3.125
Astragalus_tennesseensis	72.7667
Astragalus_salsugineus	5.5
Astragalus_pulviniformis	3.4
Astragalus_subumbellatus	4.52564
Astragalus_diphacus	6.03333
Astragalus_ammodytes	13
Astragalus_brachyodontus	0.25
Astragalus_domeykoanus	12.2857
Astragalus_lurorum	0
Astragalus_achundovii	8
Astragalus_lacei	1.5
Astragalus_coriaceus	10.1429
Astragalus_xiphidium	17.4286
Oxytropis_tianschanica	8.8
Astragalus_phlomoides	0
Astragalus_durandianus	0
Astragalus_caprinus	0.821138
Astragalus_urceolatus	10.3333
Astragalus_canadensis	27.9266
Astragalus_mangeri	2.33333
Astragalus_cymbicarpos	7.87363
Astragalus_pseudoborodinii	2.66667
Astragalus_leiosemius	0
Astragalus_verticillatus	14.5
Astragalus_asymmetricus	0.865979
Astragalus_flexus	5.28571
Astragalus_peterae	3.88889
Astragalus_anserinus	16.9
Astragalus_eurekensis	20.7297
Astragalus_polozhiae	4.33333
Astragalus_conspicuus	9.66667
Astragalus_multiceps	8.55556
Astragalus_podocarpus	4.5
Astragalus_eremiticus	9.87296
Astragalus_stalinskyi	5
Astragalus_cimae	5.5
Astragalus_tortuosus	0
Astragalus_denticulatus	2.5
Astragalus_eucosmus	17.3261
Astragalus_reventiformis	8.37705
Astragalus_patagonicus	11.5294
Astragalus_gilgitensis	8.5
Astragalus_kunlunensis	0.5
Astragalus_bezudensis	0
Astragalus_atwoodii	9
Astragalus_ovigerus	0
Astragalus_campylotrichus	2.4
Astragalus_spatulatus	14.1972
