Oxytropis_deflexa	21.9147
Astragalus_polyphyllus	0
Astragalus_kurtschumensis	2.2
Astragalus_intarrensis	0
Astragalus_neolipskyanus	0
Astragalus_penduliflorus	18.044
Astragalus_famatinae	0
Astragalus_idaeus	0
Astragalus_cryptanthus	0
Astragalus_schistosus	0
Astragalus_kabadianus	0
Oxytropis_exserta	8.90909
Astragalus_peckii	40.4167
Astragalus_paposanus	0
Astragalus_ceramicus	3.07876
Astragalus_ernestii	6.48387
Astragalus_sardaimionensis	6.4
Astragalus_lagopoides	0.892857
Astragalus_umbraticus	77.8519
Astragalus_mirabilis	0
Astragalus_aksuensis	1.71053
Astragalus_uraniolimneus	0.285714
Astragalus_cuyanus	0
Astragalus_tehuelches	0
Astragalus_brandegeei	10.1296
Astracantha_denudata	4.375
Astragalus_howellii	9.60606
Astragalus_borodinii	0
Astragalus_thurberi	7.60759
Astragalus_lessertioides	6.2
Astragalus_zohrabi	0
Astragalus_substipitatus	0
Astragalus_batangensis	9.5
Astragalus_tennesseensis	3.54945
Astragalus_salsugineus	0
Astragalus_pulviniformis	0
Astragalus_subumbellatus	1.92308
Astragalus_diphacus	2.33333
Astragalus_ammodytes	5.5
Astragalus_brachyodontus	0
Astragalus_domeykoanus	0
Astragalus_lurorum	0
Astragalus_achundovii	0
Astragalus_lacei	0
Astragalus_coriaceus	8.35714
Astragalus_xiphidium	1.28571
Oxytropis_tianschanica	0
Astragalus_phlomoides	0
Astragalus_durandianus	0
Astragalus_caprinus	0.165323
Astragalus_urceolatus	14.3333
Astragalus_canadensis	15.2631
Astragalus_mangeri	4.66667
Astragalus_cymbicarpos	2.78571
Astragalus_pseudoborodinii	0
Astragalus_leiosemius	0
Astragalus_verticillatus	0
Astragalus_asymmetricus	3.76289
Astragalus_flexus	0
Astragalus_peterae	1
Astragalus_anserinus	0.45
Astragalus_eurekensis	5.08108
Astragalus_polozhiae	0
Astragalus_conspicuus	0
Astragalus_multiceps	0.944444
Astragalus_podocarpus	0
Astragalus_eremiticus	3.09446
Astragalus_stalinskyi	0
Astragalus_cimae	0.148148
Astragalus_tortuosus	0
Astragalus_denticulatus	0
Astragalus_eucosmus	15.5013
Astragalus_reventiformis	23.1639
Astragalus_patagonicus	0
Astragalus_gilgitensis	3
Astragalus_kunlunensis	0
Astragalus_bezudensis	0
Astragalus_atwoodii	3.8
Astragalus_ovigerus	0
Astragalus_campylotrichus	0
Astragalus_spatulatus	5.625
Astragalus_holmgreniorum	3.35294
Astragalus_graveolens	7
Oxytropis_jordalii	4.4963
Astragalus_iselyi	9.76471
Astragalus_odoratus	0.2
Astragalus_harrisonii	0
Astragalus_misellus	18.5882
Astragalus_sesquiflorus	7.2449
Oxytropis_albana	3.6875
Astragalus_jiuquanensis	0
Astragalus_cytisoides	0
Astragalus_kralikii	0
Astragalus_triflorus	0
Astragalus_boeticus	1.81928
Astragalus_goldmanii	15.1818
Astragalus_vulpinus	0.28
Astragalus_macropterus	3.17143
Astragalus_diminutivus	0
Astragalus_uniflorus	0
Astragalus_khoshjailensis	0
Astragalus_shelkovnikovii	0
Astragalus_gorodkovii	0.5
Astragalus_cognatus	0
Astragalus_basineri	0
Astragalus_miser	36.2844
Astragalus_salmonis	5.17778
Astragalus_angarensis	32.8205
Astragalus_yunnanensis	4.39394
Astragalus_schmalhausenii	0
Astragalus_monanthemus	0
Oxytropis_oreophila	23.7296
Astragalus_caroli-henrici	0
Astragalus_leucolobus	37.9474
Astragalus_megalanthus	0
Astragalus_setosulus	9
Astragalus_biebersteinii	0
Astragalus_ornithopodioides	0
Astragalus_desperatus	1.61404
Astragalus_viridis	0
Astragalus_sinicus	7.72615
Astragalus_chaetodon	0
Astragalus_tremolsianus	0
Astragalus_melanodon	0
Astragalus_pseudojohannis	0
Astragalus_psilocentros	3.51429
Astragalus_atropubescens	21.9189
Astragalus_vaccarum	12.4062
Astragalus_sesamoides	0
Astragalus_adanus	10.2581
Astragalus_distortus	7.41096
Astragalus_gaubae	0
Astragalus_luteolus	7.11111
Astragalus_hypsogenus	0
Astragalus_kungurensis	14.75
Astragalus_calliphysa	0
Astragalus_euchlorus	7.16667
Astragalus_galegiformis	8.89189
Astragalus_limprichtii	0
Astragalus_layneae	0.327628
Astragalus_racemosus	2.02187
Astragalus_basiflorus	0
Astragalus_limnocharis	31.4412
Astragalus_egglestonii	27.0938
Astragalus_neobarnebyanus	0
Astragalus_cremnophylax	3.5
Astragalus_lancearius	1.45
Astragalus_discernendus	0
Astragalus_debequaeus	11.3
Astragalus_callistachys	0
Astragalus_puniceus	5.51111
Astragalus_parvus	3.15
Astragalus_solitarius	0.185185
Astragalus_chionobiiformis	0
Astragalus_speirocarpus	7.48
Oxytropis_czukotica	3.5122
Astragalus_brachycarpus	2.5
Astragalus_dielsii	0
Astragalus_sikkimensis	22.3333
Astragalus_monticola	0
Astragalus_sutchuenensis	4.15
Astragalus_hymenocystis	0
Astragalus_casapaltensis	0
Astragalus_soxmaniorum	20.0732
Astragalus_beketowi	0
Astragalus_sedaensis	2.5
Astragalus_isphairamicus	0
Astragalus_schmolliae	12.25
Astragalus_aboriginum	13.7778
Astragalus_welshii	25.5556
Astragalus_lacteus	5.77273
Astragalus_scaphoides	9.0625
Astragalus_bellus	0
Astragalus_alvordensis	0.487805
Astracantha_diphtherites	0
Astragalus_eriocarpus	2.27273
Astragalus_sangimashensis	0
Astragalus_khasianus	2.83333
Astragalus_bisulcatus	7.3435
Astragalus_vesicarius	7.17391
Astragalus_balearicus	21.3333
Astragalus_deanei	14.5417
Astragalus_megalomerus	0
Astragalus_amphioxys	4.15903
Astragalus_trichopodus	12.9353
Astragalus_loanus	13.3333
Astragalus_unifoliolatus	0
Astragalus_micromerius	0
Astragalus_owirensis	0
Astragalus_spinescens	0
Astragalus_oroproselius	0
Astragalus_hartmanii	10.3333
Oxytropis_jonesii	0
Astragalus_takhtadzhjanii	0
Astragalus_alopecuroides	1.51769
Astragalus_plattensis	1.225
Astragalus_crassifolius	5.5
Astragalus_coronilla	0
Astragalus_inaequalifolius	0
Astragalus_dictamnoides	0
Astragalus_adpressipilosus	0
Oxytropis_immersa	0
Astragalus_peltatus	0
Astragalus_ptychophyllus	0
Astragalus_reesei	0
Astragalus_polyceras	0
Astragalus_remotiflorus	0
Astragalus_helmii	3.29545
Astragalus_pseudokurrumensis	0
Astragalus_magellanicus	0
Astragalus_petropolitanus	0
Astragalus_dingjiensis	0
Astragalus_andaulgensis	0
Astragalus_crymophilus	0
Astragalus_chordorrhizus	5
Astragalus_illinii	0
Astragalus_kentrophyta	18.1606
Astragalus_chamaemeniscus	2.48485
Astragalus_palenae	0
Astragalus_registanicus	0
Astragalus_maassoumii	0
Astragalus_fedtschenkoanus	1.14286
Astragalus_gracilidentatus	0
Astragalus_limariensis	0
Oxytropis_coerulea	18.0513
