Name,GenesAt50pct,ParalogWarnings
Astragalus_peckii_P071_WD01,59,1
Astragalus_pectinatus_P028_WF08,34,0
Astragalus_peduncularis_P083_WG12,44,2
Astragalus_pehuenches_P040_WE08,77,3
Astragalus_pelecinus_P075_WD03,71,0
Astragalus_mongholicus_P013_WD12,65,0
Astragalus_pennellianus_P026_WC01,67,2
Astragalus_peregrinus_P014_WB11,7,0
Astragalus_perianus_P072_WF07,62,2
Astragalus_persepolitanus_P071_WE09,63,4
Astragalus_peruvianus_P074_WC05,64,2
Astragalus_peterfii_P073_WH06,57,0
Astragalus_petropylensis_P075_WG08,53,0
Astragalus_phoenix_P072_WG12,66,2
Astragalus_physocarpus_P063_WG11,71,0
Astragalus_physodes_P074_WB11,63,0
Astragalus_pickeringii_P072_WD12,70,3
Astragalus_pictiformis_P071_WD04,67,2
Astragalus_piletocladus_P063_WE06,65,0
Astragalus_pinetorum_P077_WG10,69,0
Astragalus_pinonis_P067_WB01,68,3
Astragalus_piscator_P074_WE01,67,4
Astragalus_piscinus_P026_WA10,54,0
Astragalus_pissisi_P040_WE09,19,0
Astragalus_piutensis_P114_WC10,65,2
Astragalus_plattensis_P028_WE07,8,0
Astragalus_platyphyllus_P063_WE09,67,0
Astragalus_platysematus_P009_WB04,68,1
Astragalus_platytropis_P009_WF01,72,8
Astragalus_podolobus_P010_WB03,60,0
Astragalus_polaris_P063_WE12,68,2
Astragalus_polyacanthus_P010_WD10,63,0
Astragalus_polybotrys_P008_WF06,77,0
Astragalus_somcheticus_P008_WA11,66,0
Astragalus_pomonensis_P025_WH09,2,0
Astragalus_ponticus_P009_WC08,75,0
Astragalus_porrectus_P074_WD07,64,3
Astragalus_praelongus_P073_WE05,63,6
Phylollobium_balfourianum_P013_WD09,68,0
Astragalus_preussii_P009_WB03,67,4
Astragalus_mongholicus_P008_WD09,61,0
Astragalus_mongholicus_P013_WF09,58,0
Astragalus_prorifer_P026_WA09,4,0
Astragalus_proximus_P074_WD05,63,3
Astragalus_przewalskii_P010_WE08,57,0
Astragalus_pseudocyclophyllus_P010_WA06,67,0
Astragalus_pseudocytisoides_P008_WA10,62,0
Astragalus_pseudomegalomerus_P013_WD05,56,0
Astragalus_pseudonobilis_P013_WC07,52,0
Astragalus_pseudoparrowianus_P117_WF07,60,0
Astragalus_pseudoutriger_P009_WA06,41,0
Astragalus_psilacanthus_P008_WG08,74,0
Astragalus_psilocentros_P063_WF02,66,0
Astragalus_pterocarpus_P073_WE06,63,1
Astragalus_pubentissimus_P074_WD11,63,3
Astragalus_puberulus_P009_WH11,68,0
Astragalus_pullus_P008_WD02,66,2
Astragalus_pulsiferae_P009_WF02,69,4
Astragalus_punae_P008_WC09,66,0
Astragalus_punctatus_P112_WE09,68,0
Astragalus_puniceus_P073_WB01,65,3
Astragalus_purshii_P010_WB11,75,5
Astragalus_pusillus_P009_WC07,46,0
Phyllolobium_donianum_P009_WF08,64,3
Astragalus_pycnostachyus_P009_WD11,70,6
Astragalus_quisqualis_P010_WC06,67,0
Astragalus_racemosus_P029_WB09,57,5
Astragalus_raddei_P007_WE12,57,0
Astragalus_rafaelensis_P009_WE06,74,6
Astragalus_rattanii_P009_WD10,68,5
Astragalus_recurvus_P009_WD08,68,5
Astragalus_reduncus_P009_WA03,66,1
Astragalus_reflexistipulus_P010_WC07,62,0
Astragalus_reflexus_P009_WD07,78,4
Astragalus_refractus_P009_WF08,67,1
Astragalus_remotiflorus_P007_WE10,66,0
Astragalus_remotus_P117_WE01,73,3
Astragalus_retamocarpus_P008_WG03,54,0
Astragalus_reticulatus_P009_WB07,83,0
Astragalus_reuterianus_P008_WD08,68,0
Astragalus_reventiformis_P009_WD09,71,4
Astragalus_reventus_P009_WD06,69,4
Astragalus_rhacodes_P010_WF03,46,0
Astragalus_rhizanthus_P014_WA10,67,0
Astragalus_rhizocephalus_P007_WF08,68,0
Astragalus_richii_P009_WC03,68,3
Astragalus_ripleyi_P028_WH12,56,2
Astragalus_robbinsii_P009_WB11,62,0
Astragalus_robustus_P009_WA11,70,0
Astragalus_roemeri_P009_WA01,57,0
Astragalus_romasanus_P026_WA06,64,1
Astragalus_roseus_P008_WF03,49,0
Astragalus_rubrifolius_P008_WF04,62,0
Astragalus_rubromarginatus_P009_WA12,50,0
Astragalus_rubtzovii_P001_WF07,74,0
Astragalus_ruiz-lealii_P009_WC01,65,0
Astragalus_rupifragus_P008_WH12,70,1
Astragalus_rusbyi_P010_WB01,63,2
Astragalus_ruscifolius_P117_WE11,64,0
Astragalus_filicaulis_P063_WF08,61,0
Astragalus_sabulonum_P026_WD03,66,3
Astragalus_sabulosus_P009_WD12,67,7
Astragalus_sachalinensis_P009_WB01,63,0
Astragalus_salmonis_P008_WH02,81,6
Astragalus_sanctae-crucis_P009_WC09,21,0
Astragalus_sanctorum_P026_WA05,67,3
Astragalus_sanguineus_P026_WB11,70,4
Astragalus_saurinus_P009_WB02,76,9
Astragalus_saxifractor_P010_WA07,67,0
Astragalus_scaberrimus_P013_WC09,53,0
Astragalus_scaphoides_P114_WB12,67,6
Astragalus_schachdarinus_P010_WD05,60,0
Astragalus_schahrudensis_P009_WA09,72,1
Astragalus_schanginianus_P009_WA10,75,1
Astragalus_schelichowii_P009_WE08,68,0
Astragalus_scheremetevianus_P010_WB07,80,11
Astragalus_schimperi_P008_WG07,66,0
Astragalus_schistocalyx_P008_WG09,80,14
Astragalus_schmalhausenii_P063_WG02,65,0
Astragalus_schrenkianus_P013_WC06,56,0
Astragalus_schugnanicus_P007_WF01,59,0
Astragalus_scleroxylon_P010_WC12,60,0
Astragalus_scoparius_P009_WE12,63,0
Astragalus_scopulorum_P009_WB09,70,5
Astragalus_scorpiurus_P007_WF05,69,1
Astragalus_scutaneus_P026_WA04,68,2
Astragalus_frigidus_P010_WD08,59,0
Astragalus_semenovii_P063_WF01,61,0
Astragalus_sempervirens_P026_WA03,69,0
Astragalus_sepultipes_P009_WB12,73,5
Astragalus_serenoi_P010_WA08,66,3
Astragalus_serpens_P074_WD01,64,5
Astragalus_sesameus_P014_WD02,44,0
Astragalus_sesamoides_P063_WE10,66,0
Astragalus_sesquiflorus_P008_WH09,68,3
Astragalus_setulosus_P073_WD12,66,0
Astragalus_sevangensis_P009_WA05,68,0
Astragalus_sewertzowii_P063_WE08,68,0
Astragalus_shagalensis_P009_WA04,66,0
Astragalus_sheldonii_P008_WH08,69,3
Astragalus_shevockii_P008_WH06,63,3
Astragalus_shinanensis_P008_WD10,56,0
Astragalus_shortianus_P008_WH07,65,6
Astragalus_shultziorum_P009_WD03,70,6
Astragalus_siahderrensis_P009_WE01,75,0
Astragalus_sieberi_P073_WF01,65,0
Astragalus_sieversianus_P110_WH12,6,0
Astragalus_sikokianus_P010_WB05,68,0
Astragalus_siliceus_P008_WH05,70,3
Astragalus_siliquosus_P007_WE11,67,0
Astragalus_simplicifolius_P008_WH04,85,14
Astragalus_sinicus_P008_WF02,63,0
Astragalus_sinuatus_P009_WD02,61,2
Astragalus_skorniakowi_P007_WF04,75,2
Astragalus_skythropos_P010_WB04,75,2
Astragalus_solandri_P011_WC02,65,2
Astragalus_solitarius_P009_WD01,70,2
Astragalus_sophoroides_P009_WC11,66,4
Astragalus_soxmaniorum_P029_WA07,57,3
Astragalus_spachianus_P063_WF10,67,0
Astragalus_spaldingii_P008_WH10,71,5
Astragalus_sparsiflorus_P009_WE10,68,2
Astragalus_spatulatus_P009_WE11,71,5
Astragalus_speirocarpus_P009_WE09,66,4
Astragalus_dactylocarpus_P008_WG02,69,1
Astragalus_spinosus_P009_WH06,64,0
Astragalus_sprucei_P009_WC05,51,0
Astragalus_squarrosus_P013_WC04,53,0
Astragalus_stalinskyi_P063_WE11,67,0
Astragalus_stella_P011_WC03,46,0
Astragalus_stevenianus_P009_WA02,62,0
Astragalus_stewartii_P007_WF07,72,2
Astragalus_stipulatus_P010_WG01,68,1
Astragalus_stocksii_P009_WH08,75,0
Astragalus_straturensis_P009_WC10,70,6
Astragalus_striatiflorus_P009_WE07,66,5
Astragalus_strictus_P010_WC02,60,0
Astragalus_subcinereus_P073_WH04,65,3
Astragalus_suberosus_P073_WD10,63,0
Astragalus_submitis_P010_WC03,78,8
Astragalus_substipitatus_P117_WD04,68,0
Astragalus_subuliformis_P008_WG11,52,0
Astragalus_subumbellatus_P009_WB06,62,0
Astragalus_subvestitus_P009_WG06,72,2
Astragalus_succumbens_P009_WE04,69,5
Astragalus_suffalcatus_P009_WH10,66,0
Astragalus_sulcatus_P013_WC10,41,0
Astragalus_sumbari_P010_WC02,67,0
Astragalus_sungpanensis_P013_WF01,64,0
Astragalus_susianus_P063_WF07,63,0
Astragalus_szovitsii_P008_WH01,68,0
Astragalus_takharensis_P113_WF12,0,0
Phylollobium_tribulifolium_P117_WC12,72,1
Astragalus_tarijensis_P009_WC04,74,1
Astragalus_taschkendicus_P008_WG06,66,0
Astragalus_zacharensis_P028_WF07,59,0
Astragalus_tatjanae_P009_WF11,67,0
Astragalus_tegetarioides_P117_WE02,71,4
Astragalus_teheranicus_P008_WF05,65,0
Astragalus_tenellus_P007_WH06,73,8
Astragalus_tener_P007_WH01,56,0
Astragalus_austriacus_P008_WH11,61,0
Astragalus_tephrodes_P029_WA11,59,3
Astragalus_tephrolobus_P073_WD04,59,0
Astragalus_terminalis_P111_WH12,58,2
Astragalus_terrae-rubrae_P114_WC04,51,0
Astragalus_testiculatus_P009_WE05,59,0
Astragalus_tetrapterus_P008_WF11,69,3
Astragalus_thurberi_P026_WE01,61,2
Astragalus_tibetanus_P111_WG01,58,0
Astragalus_tidestromii_P007_WG11,68,3
Astragalus_tiehmii_P008_WE06,65,7
Astragalus_titanophilus_P008_WC02,69,5
Astragalus_toanus_P008_WC06,65,2
Astragalus_tolucanus_P026_WB04,60,0
Astragalus_tongolensis_P010_WB09,66,3
Astragalus_toquimanus_P008_WC08,66,5
Astragalus_tortuosus_P009_WE02,65,0
Astragalus_trachycarpus_P010_WB06,74,1
Astragalus_traskiae_P111_WD09,68,6
Astragalus_tribulifolius_P074_WB01,67,0
Astragalus_tribuloides_P010_WC04,70,0
Astragalus_tricarinatus_P007_WG01,70,7
Astragalus_trichanthus_P009_WA07,62,0
Astragalus_tricholobus_P007_WF06,68,0
Astragalus_trichopodus_P026_WD12,69,3
Astragalus_triflorus_P007_WF11,70,3
Astragalus_trigonus_P014_WB12,62,0
Astragalus_trimestris_P074_WB06,71,1
Astragalus_triqueter_P008_WG10,62,0
Astragalus_troglodytus_P009_WC06,71,5
Astragalus_tugarinovii_P008_WE12,61,0
Astragalus_turbinatus_P008_WE11,78,1
Astragalus_turcomanicus_P008_WE10,68,0
Astragalus_turczaninovii_P007_WF02,63,0
Astragalus_turolensis_P114_WD10,14,0
Astragalus_tweedyi_P007_WH02,64,3
Astragalus_tyghensis_P008_WD11,74,5
Astragalus_uliginosus_P073_WD05,67,0
Astragalus_umbellatus_P112_WD09,59,0
Astragalus_umbraticus_P008_WE03,69,5
Astragalus_uncialis_P008_WG05,70,3
Astragalus_uniflorus_P009_WC02,72,3
Astragalus_unifoliolatus_P013_WC11,59,1
Astragalus_uraniolimneus_P073_WD03,44,0
Astragalus_utahensis_P027_WE10,64,3
Astragalus_vaccarum_P026_WD11,65,2
Astragalus_valerianensis_P009_WE03,71,5
Astragalus_vallaris_P074_WA06,70,6
Astragalus_varius_P009_WC12,60,0
Astragalus_varzobicus_P013_WE03,70,0
Astragalus_vegetus_P073_WC12,65,0
Astragalus_velatus_P009_WD05,68,0
Astragalus_versicolor_P013_WE04,64,0
Astragalus_verticillatus_P006_WG04,58,0
Astragalus_vesicarius_P009_WH09,69,0
Astragalus_vesiculosus_P074_WA04,66,1
Astragalus_vexans_P007_WF10,73,0
Astragalus_vexilliflexus_P028_WA07,63,1
Astragalus_vicarius_P008_WF01,78,7
Astragalus_villosus_P028_WE09,60,4
Astragalus_chorizanthus_P007_WF09,66,0
Astragalus_viridiflorus_P013_WE07,58,0
Podlechiella_vogelii_P014_WC12,54,0
Astragalus_vulpinus_P010_WB02,50,0
Astragalus_wardii_P029_WA09,63,3
Astragalus_waterfallii_P008_WB05,72,4
Astragalus_webberi_P008_WB04,69,4
Astragalus_webbianus_P007_WF03,68,0
Astragalus_weberbaueri_P009_WG08,69,1
Astragalus_weddellianus_P009_WG10,68,6
Astragalus_welshii_P111_WG02,68,4
Astragalus_wetherillii_P008_WC04,71,4
Astragalus_williamsii_P008_WB12,66,0
Astragalus_wingatanus_P007_WG06,72,9
Astragalus_wittmannii_P010_WA09,72,5
Astragalus_woodruffii_P007_WG05,76,4
Astragalus_wootonii_P026_WD10,54,0
Astragalus_wrightii_P010_WA10,68,3
Astragalus_xanthomeloides_P013_WE08,59,0
Astragalus_xiphidioides_P007_WH07,74,5
Astragalus_xiphidium_P009_WB05,67,1
Astragalus_yoder-williamsii_P065_WH07,64,4
Astragalus_zagrosicus_P063_WF06,70,0
Astragalus_zanskarensis_P001_WF06,76,0
Astragalus_zingeri_P074_WC10,60,0
Astragalus_zionis_P117_WC05,68,5
Astragalus_alyssoides_P009_WF04,69,0
Carmichaelia_violacea_P021_WE12,64,2
Clianthus_puniceus_P014_WD03,69,5
Colutea_abyssinica_P032_WG07,65,0
Eremosparton_flaccidum_P095_WB10,66,0
Erophaca_baetica_P084_WC04,65,0
Hedysarum_boreale_P027_WG07,71,1
Lessertia_capitata_P032_WA09,40,0
Onobrychis_conferta_P030_WG06,59,1
Oxytropis_aciphylla,77,2
Oxytropis_adamsiana,78,0
Oxytropis_albana,74,0
Oxytropis_arctica,76,0
Oxytropis_aspera,56,0
Oxytropis_aucheri,51,0
Oxytropis_bella,56,0
Oxytropis_besseyi,52,0
Oxytropis_bicolor,74,0
Oxytropis_campanulata,67,0
Oxytropis_campestris,73,0
Oxytropis_chionobia,71,0
Oxytropis_ciliata,67,0
Oxytropis_coerulea,21,0
Oxytropis_czukotica,52,0
Oxytropis_deflexa,63,0
Oxytropis_eriocarpa,67,0
Oxytropis_exserta,57,0
Oxytropis_falcata,55,0
Oxytropis_grandiflora,72,0
Oxytropis_hirta,70,0
Oxytropis_humifusa,65,0
Oxytropis_immersa,55,0
Oxytropis_jacquinii,73,0
Oxytropis_jonesii,71,0
Oxytropis_jordalii,72,0
Oxytropis_kansuensis,57,0
Oxytropis_kobukensis,66,0
Oxytropis_koyukukensis,65,0
Oxytropis_lagopus,58,0
Oxytropis_lambertii,59,0
Oxytropis_lapponica,70,0
Oxytropis_macrocarpa,73,1
Oxytropis_maydelliana,74,0
Oxytropis_melanocalyx,71,0
Oxytropis_mertensiana,37,0
Oxytropis_michelsonii,59,0
Oxytropis_microphylla,69,0
Oxytropis_mollis,73,0
Oxytropis_multiceps,75,4
Oxytropis_nana,69,0
Oxytropis_neglecta,58,0
Oxytropis_nigrescens,71,0
Oxytropis_nutans,73,0
Oxytropis_obnapiformis,68,0
Oxytropis_ochotensis,70,0
Oxytropis_ochrantha,0,0
Oxytropis_ochrocephala,74,0
Oxytropis_ochroleuca,68,0
Oxytropis_oreophila,60,0
Oxytropis_oxyphylloides,69,0
Oxytropis_parryi,65,0
Oxytropis_pauciflora,74,0
Oxytropis_pilosa,57,0
Oxytropis_podoloba,59,0
Oxytropis_poncinsii,61,0
Oxytropis_qinghaiensis,72,0
Oxytropis_racemosa,63,0
Oxytropis_recognita,71,0
Oxytropis_riparia,63,0
Oxytropis_roseiformis,72,0
Oxytropis_savellanica,67,0
Oxytropis_scammaniana,65,0
Oxytropis_sericea,57,0
Oxytropis_splendens,68,0
Oxytropis_squammulosa,61,0
Oxytropis_strobilacea,67,0
Oxytropis_talassica,71,0
Oxytropis_taochensis,69,0
Oxytropis_tianschanica,63,0
Oxytropis_vassilczenkoi,79,6
Oxytropis_vassilievii,65,0
Oxytropis_viscida,66,0
Oxytropis_williamsii,67,0
Oxytropis_yunnanensis,76,0
Phyllolobium_tribulifolium_P005_WB05,64,0
Smirnowia_turkestana_P103_WF11,23,0
Sphaerophysa_salsula_P023_WG07,66,0
Sutherlandia_microphylla_P024_WD09,73,0
Swainsona_formosa_P010_WG10,73,4
Tragacantha_aegobroma_P100_WE10,29,0
Astragalus_ammodendron_P100_WD01,38,0
Tragacantha_angarensis_P100_WD02,28,0
Astragalus_pinetorum_P100_WD03,16,0
Astragalus_densifolius_P100_WD05,65,0
Astragalus_emarginatus_P100_WD04,34,0
Astragalus_fasciculifolius_P074_WH03,63,0
Astragalus_frigidus_P100_WC11,60,0
Tragacantha_mollis_P100_WB03,30,0
Astragalus_mongholicus_P102_WH11,30,0
Astragalus_tabrizianus_P100_WB12,72,0
Wisteria_sinensis_P077_WG05,76,2
