species,calls
Oxytropis_adamsiana,tetraploid
Oxytropis_albana,tetraploid
Oxytropis_arctica,tetraploid
Oxytropis_aspera,triploid
Oxytropis_aucheri,tetraploid
Oxytropis_bella,triploid
Oxytropis_besseyi,tetraploid
Oxytropis_bicolor,tetraploid
Oxytropis_campanulata,tetraploid
Oxytropis_campestris,tetraploid
Oxytropis_chionobia,triploid
Oxytropis_ciliata,tetraploid
Oxytropis_czukotica,tetraploid
Oxytropis_deflexa,tetraploid
Oxytropis_eriocarpa,tetraploid
Oxytropis_exserta,triploid
Oxytropis_falcata,tetraploid
Oxytropis_grandiflora,tetraploid
Oxytropis_hirta,triploid
Oxytropis_humifusa,tetraploid
Oxytropis_immersa,tetraploid
Oxytropis_jacquinii,tetraploid
Oxytropis_jonesii,tetraploid
Oxytropis_jordalii,tetraploid
Oxytropis_kansuensis,diploid
Oxytropis_kobukensis,tetraploid
Oxytropis_koyukukensis,triploid
Oxytropis_lagopus,tetraploid
Oxytropis_lambertii,tetraploid
Oxytropis_lapponica,tetraploid
Oxytropis_macrocarpa,diploid
Oxytropis_maydelliana,tetraploid
Oxytropis_melanocalyx,tetraploid
Oxytropis_mertensiana,tetraploid
Oxytropis_michelsonii,diploid
Oxytropis_microphylla,tetraploid
Oxytropis_mollis,triploid
Oxytropis_multiceps,tetraploid
Oxytropis_nana,tetraploid
Oxytropis_neglecta,tetraploid
Oxytropis_nigrescens,tetraploid
Oxytropis_nutans,tetraploid
Oxytropis_obnapiformis,tetraploid
Oxytropis_ochotensis,tetraploid
Oxytropis_ochrocephala,tetraploid
Oxytropis_ochroleuca,triploid
Oxytropis_oreophila,tetraploid
Oxytropis_oxyphylloides,tetraploid
Oxytropis_parryi,tetraploid
Oxytropis_pauciflora,triploid
Oxytropis_pilosa,triploid
Oxytropis_podoloba,tetraploid
Oxytropis_poncinsii,tetraploid
Oxytropis_qinghaiensis,tetraploid
Oxytropis_racemosa,tetraploid
Oxytropis_recognita,tetraploid
Oxytropis_riparia,tetraploid
Oxytropis_roseiformis,tetraploid
Oxytropis_savellanica,tetraploid
Oxytropis_scammaniana,tetraploid
Oxytropis_sericea,triploid
Oxytropis_splendens,tetraploid
Oxytropis_squammulosa,tetraploid
Oxytropis_strobilacea,tetraploid
Oxytropis_talassica,tetraploid
Oxytropis_taochensis,tetraploid
Oxytropis_tianschanica,tetraploid
Oxytropis_vassilievii,tetraploid
Oxytropis_viscida,tetraploid
Oxytropis_williamsii,triploid
Oxytropis_yunnanensis,triploid
Phyllolobium_tribulifolium,tetraploid
Smirnowia_turkestana,tetraploid
Sphaerophysa_salsula,tetraploid
Sutherlandia_microphylla,triploid
Swainsona_formosa,tetraploid
Tragacantha_ammodendron,tetraploid
Tragacantha_angarensis,tetraploid
Tragacantha_declinata,tetraploid
Tragacantha_densifolia,tetraploid
Tragacantha_emarginata,triploid
Tragacantha_fasciculifolia,triploid
Tragacantha_frigida,tetraploid
Tragacantha_penduliflora,diploid
Tragacantha_tabriziana,tetraploid
Wisteria_sinensis,tetraploid
