Group A: Perennial herbs or shrublets with a woody base, stemless or with well developed stem. Stipules usually foliaceous. Corolla bright showy yellow; keel broad (limb of keels c. 3–10 mm wide), wing-petals equaling or minutely shorter, very rarely longer than keels, if keels less than 3 mm wide then wing longer than keels. Standard orbicular or elliptic. Calyx gibbose at the base, at the teeth mouth open. Plants covered with basifixed hairs or rarely covered with medifixed hairs (section <em>Caraganella</em>).
01. sect. Chlorostachys Bunge.
Astragalus atropilosulus
Astragalus atropilosulus subsp. abyssinicus
Astragalus atropilosulus subsp. atropilosulus
Astragalus atropilosulus subsp. burkeanus
Astragalus chlorostachys
Astragalus tumbatsicus
Astragalus uttaranchalensis
02. sect. Cenantrum Bunge.
Astragalus aksuensis 
Astragalus arnoldianus
Astragalus bahrakianus
Astragalus changduensis
Astragalus chilienshanensis
Astragalus degensis
Astragalus dictamnoides
Astragalus ernestii
Astragalus floridulus
Astragalus frigidus
Astragalus frigidus subsp. frigidus
Astragalus frigidus subsp. secundus
Astragalus frigidus subsp. parviflorus
Astragalus henryi
Astragalus ishigensis
Astragalus kawakamii
Astragalus lepsensis
Astragalus lessertioides
Astragalus longilobus
Astragalus luteolus
Astragalus minhensis
Astragalus moellendorfii
Astragalus monadelphus
Astragalus mongholicus
Astragalus muliensis
Astragalus nakaianus
Astragalus neomonadelphus
Astragalus penduliflorus
Astragalus petrovii
Astragalus przewalskii
Astragalus pseudochlorostachys
Astragalus purpurinus
Astragalus saralensis
Astragalus sericeocanus
Astragalus setsureianus
Astragalus sichuanensis
Astragalus tecti-mundi
Astragalus tecti-mundi subsp. orientalis
Astragalus tecti-mundi subsp. tecti-mundi
Astragalus tokachiensis
Astragalus tongolensis
Astragalus ulziykhutagii
Astragalus umbellatus
Astragalus xitaibaicus
Astragalus yidunensis
03. sect. Caraganella Bunge.
Astragalus koschukensis
Astragalus memoriosus
Astragalus reshadianus
Astragalus stocksii
04. sect. Nuculiella Gontsch.
Astragalus chinensis
05. sect. Coluteocarpus Boiss.
Astragalus coluteocarpus
Astragalus coluteocarpus subsp. coluteocarpus
Astragalus coluteocarpus subsp. chitralensis
Astragalus coluteocarpus subsp. heratensis 
Astragalus dshimensis
Astragalus hoantchy
Astragalus otiporensis
Astragalus oxypterus
Astragalus paktiensis
06. sect. Pelta Podlech & I.Deml.
Astragalus edmondsonii
Astragalus olgae
Astragalus peltatus
Astragalus peltopsis
Astragalus perplexans
Astragalus wilhelminae
07. sect. Pendulina Gontsch.
Astragalus acormosus
Astragalus adylovii
Astragalus albertoregelia
Astragalus andersianus
Astragalus austro
Astragalus baftensis
Astragalus bogensis
Astragalus dieterlei
Astragalus gardanikaphtharicus
Astragalus merxmuelleri
Astragalus mirabilis
Astragalus nuratensis
Astragalus pauper
Astragalus pauperiformis
Astragalus secundiflorus
Astragalus vegetior
Astragalus viridiflorus
08. sect. Caprini DC.
Astragalus aaronii
Astragalus abbreviatus
Astragalus absentivus 
Astragalus adulterinus
Astragalus aegobromus
Astragalus aegobromus subsp. grandifrons
Astragalus aharicus
Astragalus akhanii
Astragalus aksaricus
Astragalus aktauensis
Astragalus aktauensis subsp. chodshamastonicus
Astragalus albertshoferi
Astragalus alexeenkoi
Astragalus alexeji
Astragalus aliomranii
Astragalus allectus
Astragalus altaicola
Astragalus altanii
Astragalus amygdalinus
Astragalus andaulgensis
Astragalus angustiflorus
Astragalus angustiflorus subsp. angustiflorus
Astragalus angustiflorus subsp. anatolicus
Astragalus anisomerus
Astragalus antalyensis
Astragalus aphanassjievii
Astragalus apiculatus
Astragalus apricus
Astragalus aqrabatensis
Astragalus archibaldii
Astragalus arianus
Astragalus aspreticola
Astragalus assadii
Astragalus atrovinosus
Astragalus auganus
Astragalus austrodarvasicus
Astragalus austrodshungaricus
Astragalus avicennicus
Astragalus bachardenii
Astragalus bakuensis
Astragalus balchanensis
Astragalus balchaschensis
Astragalus basilii
Astragalus basilicus
Astragalus belcheraghensis
Astragalus bilobatoalatus
Astragalus boreoafricanus
Astragalus bozakmanii
Astragalus brachystachys
Astragalus brotherusii
Astragalus buchtormensis
Astragalus buchtormensis var. fucescens
Astragalus callainus
Astragalus candolleanus
Astragalus cartilagineus
Astragalus cartilagineus subsp. cartilaginous
Astragalus cartilagineus subsp. honigbergeri
Astragalus chamanbidensis
Astragalus caprinus
Astragalus caprinus subsp. caprinus
Astragalus caprinus subsp. huetii
Astragalus cavanillesii
Astragalus charguschanus
Astragalus chlorodontus
Astragalus chrysanthus
Astragalus cisoxanus
Astragalus concinnus
Astragalus connectens
Astragalus controversus
Astragalus costatus
Astragalus czilduchtaroni
Astragalus damardanicus
Astragalus dasyanthus
Astragalus degilmonus
Astragalus delicatulus
Astragalus denticulatus
Astragalus drasianus
Astragalus edelbergianus
Astragalus ekbergii
Astragalus elwendicus
Astragalus eriobasis
Astragalus erythrosemius
Astragalus esferayenicus
Astragalus eupeplus
Astragalus eusarathron
Astragalus evanensis
Astragalus exasperatus
Astragalus exscapus
Astragalus exscapus subsp. exscapus
Astragalus exscapus subsp. pubiflorus
Astragalus exscapus subsp. transsilvanicus
Astragalus fabaceus
Astragalus farctissimus
Astragalus farctus
Astragalus farkharensis
Astragalus firuzkuhensis
Astragalus flemingii
Astragalus flexus
Astragalus fortuitus
Astragalus fukangensis
Astragalus gagnieui
Astragalus gandomanicus
Astragalus gaubae
Astragalus gaudanensis
Astragalus ghorbandicus
Astragalus gifanicus
Astragalus gilgitensis
Astragalus glabrescens
Astragalus gompholobium
Astragalus grey-wilsonianus
Astragalus gypsaceus
Astragalus gypsicola
Astragalus hamzae
Astragalus hermannii
Astragalus ibicinus
Astragalus ictericus
Astragalus imbecillus
Astragalus impexus
Astragalus inanae
Astragalus indistinctus
Astragalus indurescens
Astragalus inflaticarpus
Astragalus inquilinus
Astragalus iranshahrii
Astragalus ischredensis
Astragalus ishkamishensis
Astragalus issykkulensis
Astragalus jarmolenkoi
Astragalus johannis
Astragalus juniperetorum
Astragalus kamelinii
Astragalus kashafensis
Astragalus kashmarensis
Astragalus kaswinensis
Astragalus kermanschahensis
Astragalus khosrowabadensis
Astragalus khwaja-muhammadensis
Astragalus kirchhoffiae
Astragalus kirghisorum
Astragalus kirpicznikovii
Astragalus kjurendaghi
Astragalus kopetdaghi
Astragalus kopetdaghi var. kopetdaghi
Astragalus kopetdaghi var. orientikopetdaghensis
Astragalus korotkovae
Astragalus koulehensis
Astragalus kukkonenii
Astragalus kunarensis
Astragalus kuschkensis
Astragalus kusnetzovii
Astragalus laetus
Astragalus lagobromus
Astragalus lambinonii
Astragalus lanceolatus
Astragalus lasiopetalus
Astragalus lentilobus
Astragalus leonardii
Astragalus lepidus
Astragalus leporinus
Astragalus linczevskii
Astragalus lipskyi
Astragalus litwinowianus
Astragalus longipetalus
Astragalus luculentus
Astragalus maassoumii
Astragalus macronyx
Astragalus macropelmatus
Astragalus malacophyllus
Astragalus malatyaensis
Astragalus malaviensis
Astragalus managettae
Astragalus mardinensis
Astragalus margonensis
Astragalus maurus
Astragalus merkensis
Astragalus miralamensis
Astragalus modestus
Astragalus monanthemus
Astragalus mozaffarianii
Astragalus multijugus
Astragalus neochorgosicus
Astragalus neomobayenii
Astragalus neopodlechii
Astragalus nephtonensis
Astragalus neplii
Astragalus nicharensis
Astragalus nicolai
Astragalus nummularius
Astragalus nummularius subsp. nummularius
Astragalus nummularius subsp. trichopterus
Astragalus nurabadensis
Astragalus orbiculatus
Astragalus ovinus
Astragalus pakicus
Astragalus parvulus
Astragalus pascuicola
Astragalus patentipilosus
Astragalus pellitus
Astragalus penicillatus
Astragalus perdurans
Astragalus pindreensis
Astragalus pinetorum
Astragalus pinetorum subsp. pinetorum
Astragalus pinetorum subsp. alamutensis
Astragalus pinetorum subsp. declinatus
Astragalus pinetorum subsp. multifoliolatus
Astragalus piranshahricus
