Group A	sect_Chlorostachys	
Group A	sect_Chlorostachys	Astragalus atropilosulus
Group A	sect_Chlorostachys	Astragalus atropilosulus abyssinicus
Group A	sect_Chlorostachys	Astragalus atropilosulus atropilosulus
Group A	sect_Chlorostachys	Astragalus atropilosulus burkeanus
Group A	sect_Chlorostachys	Astragalus chlorostachys
Group A	sect_Chlorostachys	Astragalus tumbatsicus
Group A	sect_Chlorostachys	Astragalus uttaranchalensis
Group A	sect_Cenantrum	
Group A	sect_Cenantrum	Astragalus aksuensis 
Group A	sect_Cenantrum	Astragalus arnoldianus
Group A	sect_Cenantrum	Astragalus bahrakianus
Group A	sect_Cenantrum	Astragalus changduensis
Group A	sect_Cenantrum	Astragalus chilienshanensis
Group A	sect_Cenantrum	Astragalus degensis
Group A	sect_Cenantrum	Astragalus dictamnoides
Group A	sect_Cenantrum	Astragalus ernestii
Group A	sect_Cenantrum	Astragalus floridulus
Group A	sect_Cenantrum	Astragalus frigidus
Group A	sect_Cenantrum	Astragalus frigidus frigidus
Group A	sect_Cenantrum	Astragalus frigidus secundus
Group A	sect_Cenantrum	Astragalus frigidus parviflorus
Group A	sect_Cenantrum	Astragalus henryi
Group A	sect_Cenantrum	Astragalus ishigensis
Group A	sect_Cenantrum	Astragalus kawakamii
Group A	sect_Cenantrum	Astragalus lepsensis
Group A	sect_Cenantrum	Astragalus lessertioides
Group A	sect_Cenantrum	Astragalus longilobus
Group A	sect_Cenantrum	Astragalus luteolus
Group A	sect_Cenantrum	Astragalus minhensis
Group A	sect_Cenantrum	Astragalus moellendorfii
Group A	sect_Cenantrum	Astragalus monadelphus
Group A	sect_Cenantrum	Astragalus mongholicus
Group A	sect_Cenantrum	Astragalus muliensis
Group A	sect_Cenantrum	Astragalus nakaianus
Group A	sect_Cenantrum	Astragalus neomonadelphus
Group A	sect_Cenantrum	Astragalus penduliflorus
Group A	sect_Cenantrum	Astragalus petrovii
Group A	sect_Cenantrum	Astragalus przewalskii
Group A	sect_Cenantrum	Astragalus pseudochlorostachys
Group A	sect_Cenantrum	Astragalus purpurinus
Group A	sect_Cenantrum	Astragalus saralensis
Group A	sect_Cenantrum	Astragalus sericeocanus
Group A	sect_Cenantrum	Astragalus setsureianus
Group A	sect_Cenantrum	Astragalus sichuanensis
Group A	sect_Cenantrum	Astragalus tecti-mundi
Group A	sect_Cenantrum	Astragalus tecti-mundi orientalis
Group A	sect_Cenantrum	Astragalus tecti-mundi tecti-mundi
Group A	sect_Cenantrum	Astragalus tokachiensis
Group A	sect_Cenantrum	Astragalus tongolensis
Group A	sect_Cenantrum	Astragalus ulziykhutagii
Group A	sect_Cenantrum	Astragalus umbellatus
Group A	sect_Cenantrum	Astragalus xitaibaicus
Group A	sect_Cenantrum	Astragalus yidunensis
Group A	sect_Caraganella	
Group A	sect_Caraganella	Astragalus koschukensis
Group A	sect_Caraganella	Astragalus memoriosus
Group A	sect_Caraganella	Astragalus reshadianus
Group A	sect_Caraganella	Astragalus stocksii
Group A	sect_Nuculiella	
Group A	sect_Nuculiella	Astragalus chinensis
Group A	sect_Coluteocarpus	
Group A	sect_Coluteocarpus	Astragalus coluteocarpus
Group A	sect_Coluteocarpus	Astragalus coluteocarpus coluteocarpus
Group A	sect_Coluteocarpus	Astragalus coluteocarpus chitralensis
Group A	sect_Coluteocarpus	Astragalus coluteocarpus heratensis 
