species,DR
Astragalus_coluteocarpus,0.346674263296538
Astragalus_maxwellii,0.403412289117839
Astragalus_stipulatus,0.492913069976867
Astragalus_stewartii,0.612210858985522
Astragalus_chlorostachys,0.612210858985522
Astragalus_kulabensis,0.231983260802208
Astragalus_sieberi,0.408350984903977
Astragalus_dactylocarpus,0.577108850853674
Astragalus_spinescens,0.577108850853674
Astragalus_maurorum,0.373705242444797
Astragalus_akkensis,0.446252886139827
Astragalus_gombo,0.524345785714669
Astragalus_caprinus,0.524345785714669
Astragalus_kelifi,0.307596339423236
Astragalus_maximowiczii,0.352999464088893
Astragalus_tatjanae,0.400468188115627
Astragalus_kahiricus,0.400468188115627
Astragalus_retamocarpus,0.321772012315762
Astragalus_terrae-rubrae,0.362501109647742
Astragalus_vulpinus,0.362501109647742
Astragalus_siahderrensis,0.272350736156894
Astragalus_turbinatus,0.279745202844456
Astragalus_agameticus,0.31423627841881
Astragalus_caraganae,0.335890143231292
Astragalus_acanthochristianopsis,0.469870998010557
Astragalus_baissunensis,0.469870998010557
Astragalus_litwinowii,0.562734449836449
Astragalus_alopecias,0.562734449836449
Astragalus_schahrudensis,0.585081428298814
Astragalus_dictyolobus,0.585081428298814
Astragalus_echinops,0.647507920725674
Astragalus_kirrindicus,0.647507920725674
Astragalus_ponticus,0.696541735330783
Astragalus_globiceps,0.955233391958282
Astragalus_alopecurus,0.955233391958282
Astragalus_trachycarpus,0.310615565794557
Astragalus_mirabilis,0.42812098342741
Astragalus_viridiflorus,0.42812098342741
Astragalus_exscapus,0.269911275551597
Astragalus_amygdalinus,0.343691827692221
Astragalus_chionanthus,0.343691827692221
Astragalus_munroi,0.415926953854256
Astragalus_polybotrys,0.415926953854256
Astragalus_kuramensis,0.394176542441919
Astragalus_rhizanthus,0.582580564820139
Astragalus_polyacanthus,0.582580564820139
Astragalus_psilocentros,0.57625419305175
Astragalus_zanskarensis,0.701839027646992
Astragalus_shinanensis,0.701839027646992
Astragalus_altimurensis,0.475731490256127
Astragalus_lasiosemius,0.534406267087514
Astragalus_quisqualis,0.704065878659379
Astragalus_bornmuellerianus,0.704065878659379
Astragalus_baghlanensis,0.696416107207587
Astragalus_hololeios,0.784252789015819
Astragalus_psilacanthus,0.784252789015819
Astragalus_monadelphus,0.480202897617933
Astragalus_substipitatus,0.480202897617933
Astragalus_kuschkensis,0.349645511656764
Astragalus_rhizocephalus,0.421439398785759
Astragalus_varzobicus,0.530193499621696
Astragalus_pamirensis,0.530193499621696
Astragalus_citrinus,0.488283789567449
Astragalus_webbianus,0.488283789567449
Astragalus_babatagii,0.45007296762812
Astragalus_catabostrychos,0.45007296762812
Astragalus_echanensis,0.490447736620879
Astragalus_indurescens,0.490447736620879
Astragalus_rubrifolius,0.43911857303766
Astragalus_macropelmatus,0.467880009654102
Astragalus_monanthemus,0.599131099488299
Astragalus_lanuginosus,0.599131099488299
Astragalus_vexans,0.591214745315619
Astragalus_glabrescens,0.687258207792685
Astragalus_buchtormensis,0.756158763342998
Astragalus_lipskyi,0.756158763342998
Astragalus_bakuensis,0.801629106007674
Astragalus_longipetalus,1.07320970001148
Astragalus_longipetiolatus,1.07320970001148
Astragalus_sewertzovii,0.543330473011705
Astragalus_rubtzovii,0.643334327363072
Astragalus_albertii,0.725396786994665
Astragalus_nicolai,0.822538586541008
Astragalus_schanginianus,0.822538586541008
Astragalus_laetus,0.507709702138606
Astragalus_dasyanthus,0.709158688608509
Astragalus_pinetorum,0.709158688608509
Astragalus_zagrosicus,0.842469344118267
Astragalus_ibicinus,0.842469344118267
Astragalus_fabaceus,0.804950891780547
Astragalus_johannis,0.994685489510096
Astragalus_apricus,0.994685489510096
Astragalus_sinicus,0.136424932192252
Astragalus_monbeigii,0.191748386951711
Astragalus_contortuplicatus,0.255184984709358
Astragalus_dahuricus,0.417102463555377
Astragalus_adsurgens,0.417102463555377
Astragalus_hamosus,0.103172029612039
Astragalus_maroccanus,0.125436129970511
Astragalus_glycyphylloides,0.214534696391511
Astragalus_fraxinifolius,0.293969940884265
Astragalus_reflexistipulus,0.458172583917582
Astragalus_glycyphyllos,0.458172583917582
Astragalus_melanostachys,0.307060840257491
Astragalus_schugnanicus,0.307060840257491
Astragalus_depressus,0.264123977139701
Astragalus_boeticus,0.324034368090884
Astragalus_edulis,0.413971505368362
Astragalus_solandri,0.559258124135168
Astragalus_trimestris,0.559258124135168
Astragalus_frickii,0.259567812617374
Astragalus_uliginosus,0.610159872919226
Astragalus_sikokianus,0.610159872919226
Astragalus_schelichowii,0.523076370776431
Astragalus_canadensis,0.697032486263261
Astragalus_oreganus,0.697032486263261
Astragalus_angustifolius,0.371770572015943
Astragalus_ibrahimianus,0.371770572015943
Astragalus_odoratus,0.369659600602137
Astragalus_falcatus,0.413527521148123
Astragalus_griffithii,0.482625396765167
Astragalus_peduncularis,0.54490799748993
Astragalus_corydalinus,0.54490799748993
Astragalus_guttatus,0.116878179693136
Astragalus_schmalhausenii,0.206581511774324
Astragalus_oxyglottis,0.206581511774324
Astragalus_muliensis,0.189486736208069
Astragalus_pavlovii,0.317666239804157
Astragalus_melilotoides,0.317666239804157
Astragalus_puberulus,0.364985811738394
Astragalus_olchonensis,0.483916019149124
Astragalus_versicolor,0.483916019149124
Astragalus_sachalinensis,0.401337696265043
Astragalus_macropterus,0.401337696265043
Astragalus_kolymensis,0.454444881243991
Astragalus_tugarinovii,0.454444881243991
Astragalus_heterodontus,0.535273609885306
Astragalus_mahoschanicus,0.535273609885306
Astragalus_norvegicus,0.533170128889498
Astragalus_robbinsii,0.653165530225426
Astragalus_eucosmus,0.653165530225426
Astragalus_rubromarginatus,0.133206756006997
Astragalus_cyri,0.195402496966264
Astragalus_confiniorum,0.357001431340848
Astragalus_taschkendicus,0.4760889992339
Astragalus_cottonianus,0.617457828120549
Astragalus_velatus,0.617457828120549
Astragalus_demetrii,0.637702158371759
Astragalus_monspessulanus,0.637702158371759
Astragalus_polygala,0.695109055888668
Astragalus_kazbeki,0.695109055888668
Astragalus_refractus,0.466873055328646
Astragalus_platysematus,0.56813826219046
Astragalus_brachycarpus,0.803219959518023
Astragalus_campylosema,0.803219959518023
Astragalus_curvirostris,0.72177074377568
Astragalus_askius,1.05618829794765
Astragalus_pseudocyclophyllus,1.05618829794765
Astragalus_punctatus,1.07687211699773
Astragalus_robustus,1.07687211699773
Astragalus_hemsleyi,0.112894672959161
Astragalus_schistocalyx,0.112894672959161
Astragalus_submitis,0.107036901656611
Astragalus_leucocephalus,0.123747555858807
Astracantha_plumosa,0.140437192502556
Astracantha_granatensis,0.154389678641891
Astracantha_pulvinata,0.162625690370802
Astragalus_anisacanthus,0.367776279447783
Astragalus_pachyrachis,0.367776279447783
Astragalus_calliphysa,0.345488444838853
Astragalus_trigonus,0.383286867367678
Astragalus_spinosus,0.465776934363323
Astragalus_armatus,0.616019503563702
Astragalus_clusii,0.616019503563702
Astragalus_remotiflorus,0.527199290850307
Astragalus_murinus,0.527199290850307
Astragalus_flexilipes,0.521043947704322
Astragalus_tortuosus,0.521043947704322
Astragalus_reuterianus,0.503565202603152
Astragalus_susianus,0.503565202603152
Astragalus_nivicola,0.614225778284098
Astragalus_callistachys,0.614225778284098
Astragalus_cephalanthus,0.550246039693648
Astragalus_microphysa,0.550246039693648
Tragacantha_fasciculifolia,0.255928831955231
Astracantha_turkmenorum,0.299008223801498
Astragalus_mucronifolius,0.551008677101191
Astragalus_curviflorus,0.551008677101191
Astragalus_mesites,0.459684206567935
Astragalus_szovitsii,0.459684206567935
Astragalus_karakuschensis,0.474816002284118
Astragalus_raddei,0.562583318830472
Astragalus_lumsdenianus,0.76581010516759
Astragalus_noziensis,0.76581010516759
Astragalus_lagopoides,0.35383295143807
Astragalus_sempervirens,0.369957018419994
Astragalus_tricholobus,0.436934048082795
Astracantha_gummifera,0.554330803892452
Astracantha_stenonychioides,0.554330803892452
Astracantha_bethlehemitica,0.437792678368445
Astracantha_diphtherites,0.484869735329734
Astracantha_sommieri,0.484869735329734
Astracantha_aurea,0.417513834801167
Astracantha_karabaghensis,0.43026740010765
Astracantha_meschhedensis,0.546449203232934
Astracantha_meana,0.546449203232934
Astracantha_denudata,0.619123212179988
Astracantha_cretica,0.619123212179988
Astracantha_multifoliolata,0.585827583533116
Astracantha_deinacantha,0.644119296116522
Astracantha_strobilifera,0.68268578837587
Astragalus_pseudoparrowianus,0.765659931438554
Astracantha_microcephala,0.847842080317338
Astragalus_piletocladus,0.952763450563806
Astracantha_piletoclada,0.952763450563806
Astracantha_transoxana,0.522598801837189
Astragalus_uraniolimneus,0.522598801837189
Astracantha_caucasica,0.577126581194812
Astracantha_cerasocrena,0.71155483502369
Astracantha_lasiostyla,1.07288478310138
Astracantha_pterocephala,1.07288478310138
Astragalus_ochrochlorus,0.517764196622065
Astragalus_glumaceus,0.556282720346414
Astragalus_chrysostachys,0.622737697896908
Astragalus_laguriformis,0.701784296033129
Tragacantha_tabriziana,0.701784296033129
Astragalus_arequipensis,0.102367099756684
Astragalus_purshii,0.109615681489782
Astragalus_minutissimus,0.119515284418192
Astragalus_callithrix,0.128770690273475
Astragalus_simplicifolius,0.157837906960847
Astragalus_salmonis,0.157837906960847
Astragalus_amatus,0.100326128942263
Astragalus_desperatus,0.107054560681962
Astragalus_edmondstonei,0.115470165809097
Astragalus_thurberi,0.123869891317263
Astragalus_darumbium,0.123869891317263
Astragalus_parvus,0.113591413964506
Astragalus_nidularius,0.126483444157525
Astragalus_plattensis,0.126483444157525
Astragalus_sinuatus,0.170680837163149
Astragalus_holmgreniorum,0.170680837163149
Astragalus_umbraticus,0.237221795422436
Astragalus_ampullarius,0.237221795422436
Astragalus_subvestitus,0.31674530869835
Astragalus_panamintensis,0.31674530869835
Astragalus_convallarius,0.275618369887748
Astragalus_siliceus,0.295230004698363
Astragalus_remotus,0.30842690490398
Astragalus_wittmannii,0.30842690490398
Astragalus_cimae,0.295178370982591
Astragalus_inversus,0.369077499078277
Astragalus_didymocarpus,0.369077499078277
Astragalus_hypoleucus,0.345563810211755
Astragalus_piscinus,0.345563810211755
Astragalus_megacarpus,0.307490258452705
Astragalus_oxyphysus,0.307490258452705
Astragalus_curvicaulis,0.364043540058228
Astragalus_berterianus,0.364043540058228
Astragalus_coquimbensis,0.339316059514761
Astragalus_paposanus,0.372713646172959
Astragalus_limariensis,0.406889541763451
Astragalus_valerianensis,0.47053459888328
Astragalus_chamissonis,0.523717567424191
Astragalus_monticola,0.523717567424191
Astragalus_asymmetricus,0.560010608242012
Astragalus_pycnostachyus,0.560010608242012
Astragalus_moranii,0.501048579673394
Astragalus_trichopodus,0.580352324278774
Astragalus_harbisonii,0.580352324278774
Astragalus_aridus,0.502274119142055
Astragalus_allochrous,0.502274119142055
Astragalus_oocarpus,0.46792508994877
Astragalus_idrietorum,0.60996545536213
Astragalus_insularis,0.60996545536213
Astragalus_californicus,0.338553678067392
Astragalus_terminalis,0.404379400143648
Astragalus_tweedyi,0.404379400143648
Astragalus_arthurii,0.41107786140395
Astragalus_xiphidioides,0.41107786140395
Astragalus_ceramicus,0.471456972106048
Astragalus_oniciformis,0.471456972106048
Astragalus_sanctorum,0.462167363478441
Astragalus_aquilonius,0.462167363478441
Astragalus_jaegerianus,0.352242924624226
Astragalus_coccineus,0.394754513425677
Astragalus_piutensis,0.423095879352173
Astragalus_minthorniae,0.423095879352173
Astragalus_giganteus,0.40734123913855
Astragalus_pterocarpus,0.500377138070508
Astragalus_oophorus,0.500377138070508
Astragalus_speirocarpus,0.436048444162158
Astragalus_collinus,0.541380680034441
Astragalus_howellii,0.541380680034441
Astragalus_mohavensis,0.386681839216132
Astragalus_obscurus,0.410771967460575
Astragalus_leibergii,0.410771967460575
Astragalus_shevockii,0.453947644758549
Astragalus_congdonii,0.453947644758549
Astragalus_yoder-williamsii,0.43047149104112
Astragalus_hoodianus,0.43047149104112
Astragalus_ackermanii,0.368913967859123
Astragalus_villosus,0.397216774442214
Astragalus_osterhoutii,0.431519845450874
Astragalus_ripleyi,0.431519845450874
Astragalus_adanus,0.367024628980945
Astragalus_microcystis,0.394677085310948
Astragalus_monoensis,0.435976150537176
Astragalus_nutzotinensis,0.435976150537176
Astragalus_toanus,0.398284604581492
Astragalus_distortus,0.452065015189006
Astragalus_lutosus,0.452065015189006
Astragalus_leucolobus,0.485233389944628
Astragalus_brauntonii,0.485233389944628
Astragalus_flavus,0.42316866222234
Astragalus_vexilliflexus,0.485711703626354
Astragalus_filipes,0.485711703626354
Astragalus_rusbyi,0.3587765261161
Astragalus_sophoroides,0.3587765261161
Astragalus_woodruffii,0.331230477385195
Astragalus_eremiticus,0.369485257788314
Astragalus_castaneiformis,0.369485257788314
Astragalus_lonchocarpus,0.479202221580025
Astragalus_hamiltonii,0.479202221580025
Astragalus_brandegei,0.412610928552759
Astragalus_geyeri,0.412610928552759
Astragalus_gilmanii,0.498852767849114
Astragalus_pubentissimus,0.498852767849114
Astragalus_tarijensis,0.449941027634311
Astragalus_sesquiflorus,0.494473946829197
Astragalus_wrightii,0.494473946829197
Astragalus_lindheimeri,0.482104581428164
Astragalus_brazoensis,0.482104581428164
Astragalus_guatemalensis,0.493897374289013
Astragalus_hidalgensis,0.493897374289013
Astragalus_coltonii,0.501345455663664
Astragalus_lemmonii,0.501345455663664
Astragalus_vaccarum,0.466007193684427
Astragalus_nuttallianus,0.466007193684427
Astragalus_scutaneus,0.482760357181533
Astragalus_bellus,0.482760357181533
Astragalus_reventus,0.427429269695399
Astragalus_daleae,0.459051633656344
Astragalus_gentryi,0.612448894820262
Astragalus_nothoxys,0.612448894820262
Astragalus_goldmanii,0.579915957500589
Astragalus_diphacus,0.579915957500589
Astragalus_pickeringii,0.46491146173198
Astragalus_weddellianus,0.514707485199228
Astragalus_cruckshanksii,0.562963198491616
Astragalus_triflorus,0.562963198491616
Astragalus_uniflorus,0.519232274497198
Astragalus_weberbaueri,0.519232274497198
Astragalus_arnottianus,0.511588413092674
Astragalus_dodtii,0.637844119000239
Astragalus_vesiculosus,0.637844119000239
Astragalus_drabelliformis,0.443922935425417
Astragalus_detritalis,0.443922935425417
Astragalus_straturensis,0.408530235347872
Astragalus_limnocharis,0.455473975409415
Astragalus_diversifolius,0.455473975409415
Astragalus_columbianus,0.391179490666804
Astragalus_obcordatus,0.461364714322372
Astragalus_subcinereus,0.551653127544442
Astragalus_soxmaniorum,0.551653127544442
Astragalus_bicristatus,0.407859348415284
Astragalus_kentrophyta,0.441599988958376
Astragalus_moencoppensis,0.441599988958376
Astragalus_grayi,0.530958938694283
Astragalus_nelsonianus,0.530958938694283
Astragalus_spatulatus,0.449462481252147
Astragalus_lotiflorus,0.449462481252147
Astragalus_breweri,0.433428310965426
Astragalus_rattanii,0.433428310965426
Astragalus_sepultipes,0.394816513923788
Astragalus_succumbens,0.443610838511092
Astragalus_eurylobus,0.443610838511092
Astragalus_miser,0.35305950444965
Astragalus_striatiflorus,0.438689725254277
Astragalus_desereticus,0.438689725254277
Astragalus_troglodytus,0.444818796976371
Astragalus_loanus,0.492613453962813
Astragalus_malacoides,0.492613453962813
Astragalus_nevinii,0.350969384575164
Astragalus_tephrodes,0.374441003777964
Astragalus_shortianus,0.451780369488635
Astragalus_feensis,0.451780369488635
Astragalus_bibullatus,0.415416795005007
Astragalus_gypsodes,0.489989763760462
Astragalus_sanguineus,0.65011940274137
Astragalus_crassicarpus,0.65011940274137
Astragalus_saurinus,0.368748364418044
Astragalus_platytropis,0.368748364418044
Astragalus_pachypus,0.385081557860564
Astragalus_micranthus,0.418826986400668
Astragalus_anemophilus,0.418826986400668
Astragalus_chamaeleuce,0.381348840822962
Astragalus_naturitensis,0.442773615201852
Astragalus_wingatanus,0.442773615201852
Astragalus_lyallii,0.482680752855059
Astragalus_lentiformis,0.482680752855059
Astragalus_titanophilus,0.484136483360337
Astragalus_reventiformis,0.484136483360337
Astragalus_tricarinatus,0.398909702584083
Astragalus_waterfallii,0.42703216212217
Astragalus_welshii,0.475220122874502
Astragalus_iodopetalus,0.503645893129964
Astragalus_prorifer,0.503645893129964
Astragalus_diaphanus,0.498276687002331
Astragalus_tegetarioides,0.498276687002331
Astragalus_mulfordiae,0.439350885097208
Astragalus_shultziorum,0.522467801381779
Astragalus_clevelandii,0.597276024799373
Astragalus_linifolius,0.597276024799373
Astragalus_cronquistii,0.358213123082477
Astragalus_polaris,0.453264457837402
Astragalus_bodinii,0.453264457837402
Astragalus_conjunctus,0.512680147154237
Astragalus_aequalis,0.512680147154237
Astragalus_vallaris,0.475080779499395
Astragalus_eurekensis,0.542427720866344
Astragalus_spaldingii,0.542427720866344
Astragalus_amblytropis,0.474355804982968
Astragalus_toquimanus,0.526340833146047
Astragalus_utahensis,0.526340833146047
Astragalus_nudisiliquus,0.452408669467625
Astragalus_phoenix,0.452408669467625
Astragalus_debequaeus,0.647547147857799
Astragalus_eastwoodiae,0.647547147857799
Astragalus_iselyi,0.533291922392319
Astragalus_praelongus,0.533291922392319
Astragalus_mokiacensis,0.524234963871355
Astragalus_camptopus,0.524234963871355
Astragalus_asclepiadoides,0.54751136747874
Astragalus_ensiformis,0.623454593098168
Astragalus_misellus,0.623454593098168
Astragalus_austinae,0.405448274633152
Astragalus_andersonii,0.480433059422093
Astragalus_tetrapterus,0.480433059422093
Astragalus_amnis-amissi,0.443278782913001
Astragalus_anxius,0.519263551018042
Astragalus_bolanderi,0.519263551018042
Astragalus_pulsiferae,0.454976992011545
Astragalus_webberi,0.454976992011545
Astragalus_serenoi,0.469496387816656
Astragalus_casei,0.469496387816656
Astragalus_musiniensis,0.485164122769287
Astragalus_uncialis,0.582638506426929
Astragalus_anisus,0.582638506426929
Astragalus_sheldonii,0.550793735813734
Astragalus_alvordensis,0.550793735813734
Astragalus_caricinus,0.480862182953742
Astragalus_tyghensis,0.552585419760316
Astragalus_curvicarpus,0.552585419760316
Astragalus_atropubescens,0.467936310367583
Astragalus_beckwithii,0.489214177051972
Astragalus_cibarius,0.565448312152175
Astragalus_cyaneus,0.565448312152175
Astragalus_arizonicus,0.590206938600385
Astragalus_missouriensis,0.590206938600385
Astragalus_inflexus,0.530792470160977
Astragalus_layneae,0.579865871293795
Astragalus_consobrinus,0.579865871293795
Astragalus_knightii,0.51006463628414
Astragalus_racemosus,0.51006463628414
Astragalus_scopulorum,0.50487039898609
Astragalus_malacus,0.50487039898609
Astragalus_tiehmii,0.428346758358115
Astragalus_scaphoides,0.528221893508365
Astragalus_drummondii,0.528221893508365
Astragalus_albens,0.543271937156207
Astragalus_cymboides,0.69177898282815
Astragalus_amphioxys,0.69177898282815
Astragalus_preussii,0.492264511311771
Astragalus_chloodes,0.492264511311771
Astragalus_recurvus,0.466091203187851
Astragalus_albulus,0.528733235787649
Astragalus_sabulosus,0.612440769043781
Astragalus_micromerius,0.612440769043781
Astragalus_egglestonii,0.57802585470684
Astragalus_pinonis,0.57802585470684
Astragalus_humillimus,0.573829171058826
Astragalus_longissimus,0.573829171058826
Astragalus_altus,0.474893439448209
Astragalus_wetherillii,0.474893439448209
Astragalus_orcuttianus,0.486643810675095
Astragalus_solitarius,0.486643810675095
Astragalus_fucatus,0.482724956768871
Astragalus_neomexicanus,0.482724956768871
Astragalus_lancearius,0.450609655266005
Astragalus_inyoensis,0.450609655266005
Astragalus_molybdenus,0.463164777129167
Astragalus_perianus,0.463164777129167
Astragalus_zionis,0.437092294439226
Astragalus_endopterus,0.437092294439226
Astragalus_porrectus,0.441532912426798
Astragalus_wardii,0.497791941038872
Astragalus_jejunus,0.536494586474098
Astragalus_serpens,0.58891623604585
Astragalus_nyensis,0.58891623604585
Astragalus_gilensis,0.509826806401229
Astragalus_sparsiflorus,0.573958842246221
Astragalus_harrisonii,0.573958842246221
Astragalus_traskiae,0.542090933348955
Astragalus_nutans,0.542090933348955
Astragalus_newberryi,0.629701021855518
Astragalus_argophyllus,0.629701021855518
Astragalus_rafaelensis,0.597249821673222
Astragalus_tidestromii,0.649911888725128
Astragalus_anserinus,0.649911888725128
Astragalus_oocalycis,0.507631081482299
Astragalus_bisulcatus,0.562218067976163
Astragalus_chuskanus,0.562218067976163
Astragalus_humistratus,0.467494950335205
Astragalus_cremnophylax,0.499328336221793
Astragalus_deterior,0.499328336221793
Astragalus_pardalinus,0.538881036283119
Astragalus_piscator,0.538881036283119
Astragalus_monumentalis,0.580039962703165
Astragalus_macrodon,0.580039962703165
Astragalus_nutriosensis,0.522840101471651
Astragalus_parryi,0.522840101471651
Astragalus_flexuosus,0.53990569257415
Astragalus_episcopus,0.53990569257415
Astragalus_atratus,0.542169886477429
Astragalus_duchesnensis,0.542169886477429
Astragalus_hypoxylus,0.237359620576584
Astragalus_pusillus,0.237359620576584
Astragalus_leptocarpus,0.330789383674679
Astragalus_coahuilae,0.330789383674679
Astragalus_pauperculus,0.335369325513077
Astragalus_sabulonum,0.335369325513077
Astragalus_paysonii,0.273062719376847
Astragalus_pissisi,0.300402495197303
Astragalus_sanctae-crucis,0.300402495197303
Astragalus_pictiformis,0.29150196340962
Astragalus_hallii,0.363196788142335
Astragalus_puniceus,0.363196788142335
Astragalus_proximus,0.343409032996754
Astragalus_gracilis,0.343409032996754
Astragalus_pennellianus,0.345430205513423
Astragalus_emoryanus,0.411357175643231
Astragalus_carminis,0.411357175643231
Astragalus_clarianus,0.241216915088277
Astragalus_gambelianus,0.241216915088277
Astragalus_tener,0.299789063705978
Astragalus_peckii,0.299789063705978
Astragalus_castetteri,0.280461465313746
Astragalus_calycosus,0.298230410239882
Astragalus_bourgovii,0.321009402019776
Astragalus_iodanthus,0.321009402019776
Astragalus_diminutivus,0.271880410798223
Astragalus_circumdatus,0.31185517318401
Astragalus_hartwegii,0.339791369608245
Astragalus_applegatii,0.339791369608245
Astragalus_neglectus,0.372797268176478
Astragalus_lentiginosus,0.4570747305588
Astragalus_accidens,0.4570747305588
Astragalus_crotalariae,0.357204788168658
Astragalus_tolucanus,0.357204788168658
Astragalus_douglasii,0.362431569280771
Astragalus_funereus,0.362431569280771
Astragalus_curtipes,0.305796032666891
Astragalus_cobrensis,0.305796032666891
Astragalus_pectinatus,0.348830347717409
Astragalus_jaliscensis,0.348830347717409
Astragalus_verticillatus,0.329088527114998
Astragalus_magdalenae,0.329088527114998
Astragalus_nuttallii,0.329761844665287
Astragalus_oxyphysopsis,0.417050982301765
Astragalus_miguelensis,0.417050982301765
